행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
충청남도 천안시 동남구 원성1동(4413153000),10690,10690,742,1347,1523,1557,1897,1763,1031,617,183,25,5,5611,5611,416,756,848,867,974,901,521,269,54,4,1,5079,5079,326,591,675,690,923,862,510,348,129,21,4
충청남도 천안시 동남구 원성2동(4413154000),13073,13073,858,1734,1985,1812,2256,2102,1223,832,236,33,2,6609,6609,450,919,1055,976,1112,1041,588,378,81,9,0,6464,6464,408,815,930,836,1144,1061,635,454,155,24,2
충청남도 천안시 동남구 봉명동(4413155000),21386,21386,1819,2868,3703,3850,3667,3053,1356,775,260,31,4,10796,10796,952,1526,1818,2071,1838,1562,634,318,71,5,1,10590,10590,867,1342,1885,1779,1829,1491,722,457,189,26,3
충청남도 천안시 동남구 일봉동(4413156000),22421,22421,2694,3555,2757,3944,4210,2811,1346,806,255,40,3,11215,11215,1372,1860,1417,1913,2146,1443,635,338,75,15,1,11206,11206,1322,1695,1340,2031,2064,1368,711,468,180,25,2
충청남도 천안시 동남구 신방동(4413157000),40096,40096,6088,6632,5191,8824,7471,3490,1212,859,290,39,0,19974,19974,3167,3558,2437,4303,3765,1805,533,307,89,10,0,20122,20122,2921,3074,2754,4521,3706,1685,679,552,201,29,0
충청남도 천안시 동남구 청룡동(4413158000),41738,41738,5727,6448,5062,8019,7210,5050,2271,1355,519,71,6,20767,20767,2997,3307,2491,3904,3652,2617,1079,550,154,14,2,20971,20971,2730,3141,2571,4115,3558,2433,1192,805,365,57,4
충청남도 천안시 동남구 신안동(4413159000),33534,33534,2859,4300,6505,5564,5769,4903,2100,1133,345,52,4,16831,16831,1481,2247,3234,2932,2792,2461,1079,492,105,7,1,16703,16703,1378,2053,3271,2632,2977,2442,1021,641,240,45,3
충청남도 천안시 서북구 (4413300000),315577,315577,37277,49661,47095,59940,57822,34386,15144,10385,3402,421,44,160127,160127,19330,25855,23625,30921,29799,18157,7155,4112,1058,104,11,155450,155450,17947,23806,23470,29019,28023,16229,7989,6273,2344,317,33
충청남도 천안시 서북구 성환읍(4413325000),29871,29871,2853,3737,3732,4960,4677,4327,2798,2086,618,61,22,15413,15413,1481,1954,2018,2716,2566,2219,1342,874,221,16,6,14458,14458,1372,1783,1714,2244,2111,2108,1456,1212,397,45,16
충청남도 천안시 서북구 성거읍(4413325300),21271,21271,2986,2886,2454,4683,3475,2344,1242,919,245,35,2,11068,11068,1553,1522,1288,2479,1899,1249,594,393,82,9,0,10203,10203,1433,1364,1166,2204,1576,1095,648,526,163,26,2
충청남도 천안시 서북구 직산읍(4413325600),22744,22744,2742,3088,2995,4684,3980,2543,1338,1008,312,52,2,12145,12145,1428,1625,1707,2656,2189,1368,634,427,102,9,0,10599,10599,1314,1463,1288,2028,1791,1175,704,581,210,43,2
충청남도 천안시 서북구 입장면(4413331000),11118,11118,843,1386,1407,1567,1920,1722,1070,856,303,36,8,5839,5839,434,742,798,930,1069,900,500,360,96,9,1,5279,5279,409,644,609,637,851,822,570,496,207,27,7
충청남도 천안시 서북구 성정1동(4413351000),19085,19085,1491,2375,3283,3195,3329,2790,1470,863,245,44,0,9585,9585,723,1216,1665,1712,1686,1417,704,375,77,10,0,9500,9500,768,1159,1618,1483,1643,1373,766,488,168,34,0
충청남도 천안시 서북구 성정2동(4413352000),22943,22943,1680,2796,5300,4390,3724,2991,1228,586,221,23,4,11603,11603,865,1460,2587,2469,1805,1517,609,218,67,6,0,11340,11340,815,1336,2713,1921,1919,1474,619,368,154,17,4
충청남도 천안시 서북구 쌍용1동(4413353000),16034,16034,1363,2641,2716,2296,2952,2470,868,509,201,18,0,7876,7876,693,1406,1312,1128,1379,1264,427,197,65,5,0,8158,8158,670,1235,1404,1168,1573,1206,441,312,136,13,0
충청남도 천안시 서북구 쌍용2동(4413354000),43005,43005,6324,7592,5877,8534,8326,4013,1221,806,267,44,1,21301,21301,3313,3950,2783,4024,4157,2160,541,282,79,12,0,21704,21704,3011,3642,3094,4510,4169,1853,680,524,188,32,1
충청남도 천안시 서북구 쌍용3동(4413355000),22003,22003,2717,3896,2998,3940,4317,2324,843,671,269,26,2,10741,10741,1430,1997,1424,1910,2080,1237,353,222,78,9,1,11262,11262,1287,1899,1574,2030,2237,1087,490,449,191,17,1
충청남도 천안시 서북구 백석동(4413356000),49940,49940,7562,9967,5456,9718,10562,4069,1329,904,340,32,1,24974,24974,3929,5156,2686,4495,5431,2223,640,309,96,8,1,24966,24966,3633,4811,2770,5223,5131,1846,689,595,244,24,0
충청남도 천안시 서북구 부성동(4413357000),57563,57563,6716,9297,10877,11973,10560,4793,1737,1177,381,50,2,29582,29582,3481,4827,5357,6402,5538,2603,811,455,95,11,2,27981,27981,3235,4470,5520,5571,5022,2190,926,722,286,39,0
충청남도 공주시 (4415000000),124781,124781,9379,15513,15305,15382,19281,20160,13500,11661,4057,521,22,63082,63082,4815,8354,8409,8166,10144,10310,6532,4857,1349,141,5,61699,61699,4564,7159,6896,7216,9137,9850,6968,6804,2708,380,17
충청남도 공주시 유구읍(4415025000),9065,9065,508,954,1066,858,1223,1708,1236,1083,375,52,2,4692,4692,262,541,656,508,628,884,607,462,126,17,1,4373,4373,246,413,410,350,595,824,629,621,249,35,1
충청남도 공주시 이인면(4415031000),4047,4047,178,360,479,337,518,719,599,610,221,24,2,2080,2080,113,184,264,217,292,393,292,249,73,3,0,1967,1967,65,176,215,120,226,326,307,361,148,21,2
충청남도 공주시 탄천면(4415032000),3617,3617,152,291,358,272,429,612,577,660,239,27,0,1861,1861,78,158,204,172,261,333,279,290,79,7,0,1756,1756,74,133,154,100,168,279,298,370,160,20,0
충청남도 공주시 계룡면(4415033000),6623,6623,313,521,652,593,926,1276,1021,966,311,44,0,3448,3448,165,280,386,383,551,644,510,400,114,15,0,3175,3175,148,241,266,210,375,632,511,566,197,29,0
충청남도 공주시 반포면(4415034000),5879,5879,317,493,679,669,980,1165,775,568,213,19,1,3082,3082,171,271,398,358,549,619,379,244,86,7,0,2797,2797,146,222,281,311,431,546,396,324,127,12,1
충청남도 공주시 장기면(4415035000),5044,5044,242,507,618,498,761,947,673,583,193,21,1,2659,2659,117,280,358,290,421,515,343,254,73,7,1,2385,2385,125,227,260,208,340,432,330,329,120,14,0
충청남도 공주시 의당면(4415036000),6699,6699,659,756,788,929,1028,969,678,623,242,27,0,3451,3451,335,408,435,521,580,493,335,260,75,9,0,3248,3248,324,348,353,408,448,476,343,363,167,18,0
충청남도 공주시 정안면(4415037000),5595,5595,259,563,603,475,675,1010,792,874,299,43,2,2906,2906,138,346,341,296,357,539,395,372,110,12,0,2689,2689,121,217,262,179,318,471,397,502,189,31,2
충청남도 공주시 우성면(4415038000),6285,6285,343,598,700,645,789,1102,892,871,295,48,2,3218,3218,166,325,405,381,451,580,433,370,97,10,0,3067,3067,177,273,295,264,338,522,459,501,198,38,2
충청남도 공주시 사곡면(4415039000),3462,3462,176,260,347,286,425,610,523,616,183,35,1,1735,1735,84,133,201,168,246,318,241,272,65,7,0,1727,1727,92,127,146,118,179,292,282,344,118,28,1
충청남도 공주시 신풍면(4415040000),3578,3578,127,245,392,324,426,716,575,533,223,17,0,1715,1715,63,125,218,175,192,366,267,224,78,7,0,1863,1863,64,120,174,149,234,350,308,309,145,10,0
충청남도 공주시 중학동(4415051000),6682,6682,390,831,896,868,985,1107,805,576,203,20,1,3357,3357,212,428,515,470,509,528,373,254,63,5,0,3325,3325,178,403,381,398,476,579,432,322,140,15,1
충청남도 공주시 웅진동(4415054000),9856,9856,687,1412,1288,1285,1627,1633,1052,639,202,27,4,4886,4886,366,759,674,662,820,776,503,260,63,3,0,4970,4970,321,653,614,623,807,857,549,379,139,24,4
충청남도 공주시 금학동(4415055000),6174,6174,583,855,817,894,1004,900,522,427,150,21,1,3141,3141,312,436,441,462,541,464,273,162,41,8,1,3033,3033,271,419,376,432,463,436,249,265,109,13,0
충청남도 공주시 옥룡동(4415056000),11081,11081,741,1479,1579,1471,1780,1830,1124,805,242,30,0,5509,5509,369,791,848,790,885,905,511,325,76,9,0,5572,5572,372,688,731,681,895,925,613,480,166,21,0
충청남도 공주시 신관동(4415057000),31094,31094,3704,5388,4043,4978,5705,3856,1656,1227,466,66,5,15342,15342,1864,2889,2065,2313,2861,1953,791,459,130,15,2,15752,15752,1840,2499,1978,2665,2844,1903,865,768,336,51,3
충청남도 보령시 (4418000000),106794,106794,8661,12656,11696,14097,16184,17122,12602,9984,3357,410,25,53897,53897,4426,6747,6575,7706,8721,8491,5939,4159,1039,88,6,52897,52897,4235,5909,5121,6391,7463,8631,6663,5825,2318,322,19
충청남도 보령시 웅천읍(4418025000),7466,7466,340,671,778,688,989,1444,1130,978,405,41,2,3779,3779,186,383,459,403,554,724,527,397,133,12,1,3687,3687,154,288,319,285,435,720,603,581,272,29,1
충청남도 보령시 주포면(4418031000),1762,1762,78,150,217,180,242,311,275,207,95,7,0,955,955,42,92,140,115,151,166,132,88,28,1,0,807,807,36,58,77,65,91,145,143,119,67,6,0
충청남도 보령시 오천면(4418032000),2497,2497,130,165,255,248,324,482,411,349,115,18,0,1282,1282,60,94,140,167,188,240,206,144,39,4,0,1215,1215,70,71,115,81,136,242,205,205,76,14,0
충청남도 보령시 오천면어항출장소(4418032500),1943,1943,150,181,211,231,302,390,233,185,54,6,0,1039,1039,83,105,116,146,185,189,126,71,17,1,0,904,904,67,76,95,85,117,201,107,114,37,5,0
충청남도 보령시 오천면원산도출장소(4418032700),1244,1244,66,71,120,120,165,222,213,193,69,5,0,651,651,32,42,74,77,105,114,105,81,19,2,0,593,593,34,29,46,43,60,108,108,112,50,3,0
충청남도 보령시 천북면(4418033000),4180,4180,205,366,444,352,552,771,637,622,212,19,0,2158,2158,109,203,271,218,308,391,321,258,71,8,0,2022,2022,96,163,173,134,244,380,316,364,141,11,0
충청남도 보령시 청소면(4418034000),3194,3194,110,253,305,248,378,535,555,582,205,23,0,1557,1557,61,129,172,153,221,259,251,234,74,3,0,1637,1637,49,124,133,95,157,276,304,348,131,20,0
충청남도 보령시 청라면(4418035000),4471,4471,206,406,414,422,548,773,738,714,230,20,0,2277,2277,108,213,244,272,325,387,341,304,81,2,0,2194,2194,98,193,170,150,223,386,397,410,149,18,0
충청남도 보령시 남포면(4418036000),5734,5734,254,492,591,513,710,1021,889,869,340,50,5,2877,2877,129,272,338,304,436,530,414,346,96,10,2,2857,2857,125,220,253,209,274,491,475,523,244,40,3
충청남도 보령시 주산면(4418038000),2989,2989,117,202,265,230,281,517,550,581,226,19,1,1475,1475,63,114,171,145,163,249,249,247,70,4,0,1514,1514,54,88,94,85,118,268,301,334,156,15,1
충청남도 보령시 미산면(4418039000),2096,2096,81,173,187,170,225,353,379,368,144,16,0,1055,1055,46,83,106,120,135,185,171,160,47,2,0,1041,1041,35,90,81,50,90,168,208,208,97,14,0
충청남도 보령시 성주면(4418040000),2838,2838,147,284,315,337,429,524,418,300,68,11,5,1435,1435,77,148,175,210,242,252,189,123,19,0,0,1403,1403,70,136,140,127,187,272,229,177,49,11,5
충청남도 보령시 주교면(4418041000),5750,5750,269,609,651,733,852,1002,787,627,191,28,1,3019,3019,129,315,408,462,487,491,399,264,59,5,0,2731,2731,140,294,243,271,365,511,388,363,132,23,1
충청남도 보령시 대천1동(4418051500),16978,16978,1921,2601,1917,2802,2868,2390,1359,840,250,28,2,8476,8476,972,1335,1046,1406,1453,1192,634,352,80,5,1,8502,8502,949,1266,871,1396,1415,1198,725,488,170,23,1
충청남도 보령시 대천2동(4418052500),7566,7566,725,1044,873,1126,1231,1066,809,535,134,21,2,3806,3806,368,554,477,569,638,529,377,246,41,7,0,3760,3760,357,490,396,557,593,537,432,289,93,14,2
충청남도 보령시 대천3동(4418053500),13539,13539,1458,1961,1709,2163,2342,1949,1066,650,209,31,1,6794,6794,754,1056,921,1108,1181,944,515,250,55,9,1,6745,6745,704,905,788,1055,1161,1005,551,400,154,22,0
충청남도 보령시 대천4동(4418054500),15135,15135,1920,2345,1612,2653,2587,1947,1098,699,228,40,6,7417,7417,981,1237,836,1286,1308,930,503,273,53,9,1,7718,7718,939,1108,776,1367,1279,1017,595,426,175,31,5
충청남도 보령시 대천5동(4418056500),7412,7412,484,682,832,881,1159,1425,1055,685,182,27,0,3845,3845,226,372,481,545,641,719,479,321,57,4,0,3567,3567,258,310,351,336,518,706,576,364,125,23,0
충청남도 아산시 (4420000000),270232,270232,34834,33859,37291,52505,42558,31036,18389,14489,4573,638,60,137585,137585,17851,17476,18394,28413,23316,15954,8548,6026,1431,156,20,132647,132647,16983,16383,18897,24092,19242,15082,9841,8463,3142,482,40
충청남도 아산시 염치읍(4420025000),7794,7794,778,768,923,1262,1094,1166,802,730,233,36,2,4107,4107,393,405,537,735,633,599,400,310,79,14,2,3687,3687,385,363,386,527,461,567,402,420,154,22,0
충청남도 아산시 배방읍(4420025300),56225,56225,9540,6723,8603,13418,8333,4966,2425,1655,491,63,8,28471,28471,4937,3479,3907,7119,4544,2509,1139,678,139,16,4,27754,27754,4603,3244,4696,6299,3789,2457,1286,977,352,47,4
충청남도 아산시 송악면(4420031000),3648,3648,189,300,377,342,498,681,577,497,166,17,4,1891,1891,105,156,223,214,284,351,286,206,62,3,1,1757,1757,84,144,154,128,214,330,291,291,104,14,3
충청남도 아산시 탕정면(4420033000),18604,18604,2379,2328,4907,3830,2603,1212,612,524,185,23,1,8920,8920,1204,1022,1725,2245,1548,640,265,217,50,4,0,9684,9684,1175,1306,3182,1585,1055,572,347,307,135,19,1
충청남도 아산시 음봉면(4420035000),15950,15950,1933,1598,2699,3336,2316,1878,1032,831,290,36,1,8721,8721,986,854,1540,2046,1356,1006,495,338,89,10,1,7229,7229,947,744,1159,1290,960,872,537,493,201,26,0
충청남도 아산시 둔포면(4420036000),10346,10346,721,1100,1278,1359,1674,1775,1126,945,324,42,2,5507,5507,358,587,755,834,954,950,551,408,97,12,1,4839,4839,363,513,523,525,720,825,575,537,227,30,1
충청남도 아산시 영인면(4420037000),6696,6696,363,603,802,695,925,1149,912,934,273,39,1,3516,3516,184,342,460,443,549,613,428,399,90,7,1,3180,3180,179,261,342,252,376,536,484,535,183,32,0
충청남도 아산시 인주면(4420038000),7645,7645,689,694,933,1328,1142,1065,775,765,230,20,4,4148,4148,344,370,541,856,686,576,373,320,77,5,0,3497,3497,345,324,392,472,456,489,402,445,153,15,4
충청남도 아산시 선장면(4420039000),4053,4053,171,305,393,359,462,741,658,667,252,41,4,2047,2047,89,149,237,232,288,356,334,279,73,8,2,2006,2006,82,156,156,127,174,385,324,388,179,33,2
충청남도 아산시 도고면(4420040000),5243,5243,227,492,609,497,731,893,797,744,215,36,2,2708,2708,113,270,338,302,418,470,378,332,82,5,0,2535,2535,114,222,271,195,313,423,419,412,133,31,2
충청남도 아산시 신창면(4420041000),21386,21386,3030,2508,2535,4545,3293,2346,1517,1223,336,50,3,11174,11174,1555,1313,1391,2498,1858,1224,682,532,111,9,1,10212,10212,1475,1195,1144,2047,1435,1122,835,691,225,41,2
충청남도 아산시 온양1동(4420057000),6967,6967,508,773,925,1042,1141,1171,736,469,165,30,7,3541,3541,240,405,472,583,606,604,367,198,55,9,2,3426,3426,268,368,453,459,535,567,369,271,110,21,5
충청남도 아산시 온양2동(4420058000),9148,9148,715,1431,1107,1195,1795,1456,763,485,168,31,2,4551,4551,353,757,586,613,891,744,353,193,53,7,1,4597,4597,362,674,521,582,904,712,410,292,115,24,1
충청남도 아산시 온양3동(4420059000),31709,31709,4487,4501,3967,6274,5234,3600,1929,1239,415,54,9,15730,15730,2294,2297,1991,3150,2696,1758,873,531,124,13,3,15979,15979,2193,2204,1976,3124,2538,1842,1056,708,291,41,6
충청남도 아산시 온양4동(4420060000),21142,21142,3002,3031,2530,4441,3534,2272,1187,841,262,38,4,10846,10846,1562,1608,1323,2332,1903,1154,530,335,87,12,0,10296,10296,1440,1423,1207,2109,1631,1118,657,506,175,26,4
충청남도 아산시 온양5동(4420061000),18643,18643,2209,3128,2144,3257,3422,2189,1175,842,242,33,2,9365,9365,1168,1652,1104,1580,1760,1124,521,369,78,9,0,9278,9278,1041,1476,1040,1677,1662,1065,654,473,164,24,2
충청남도 아산시 온양6동(4420062000),25033,25033,3893,3576,2559,5325,4361,2476,1366,1098,326,49,4,12342,12342,1966,1810,1264,2631,2342,1276,573,381,85,13,1,12691,12691,1927,1766,1295,2694,2019,1200,793,717,241,36,3
충청남도 서산시 (4421000000),160905,160905,17128,21782,17979,25350,26183,21468,14789,11811,3866,511,38,82055,82055,8994,11499,9967,13237,14041,10927,7165,4901,1206,116,2,78850,78850,8134,10283,8012,12113,12142,10541,7624,6910,2660,395,36
충청남도 서산시 대산읍(4421025000),16168,16168,1522,2490,1965,2251,3083,2327,1166,965,361,36,2,8582,8582,779,1300,1215,1194,1695,1312,581,383,116,7,0,7586,7586,743,1190,750,1057,1388,1015,585,582,245,29,2
충청남도 서산시 인지면(4421031000),7927,7927,990,938,736,1347,1229,955,764,721,224,22,1,4038,4038,530,485,399,694,715,482,368,285,77,3,0,3889,3889,460,453,337,653,514,473,396,436,147,19,1
충청남도 서산시 부석면(4421032000),6094,6094,236,443,659,517,690,1119,1094,1003,289,44,0,3099,3099,110,236,419,318,378,549,534,442,104,9,0,2995,2995,126,207,240,199,312,570,560,561,185,35,0
충청남도 서산시 팔봉면(4421033000),3501,3501,118,260,297,291,420,623,707,568,191,24,2,1787,1787,60,136,168,194,252,308,357,238,63,11,0,1714,1714,58,124,129,97,168,315,350,330,128,13,2
충청남도 서산시 지곡면(4421034000),8561,8561,1111,836,1036,1543,1228,1035,815,674,248,33,2,4449,4449,614,443,565,885,654,545,391,274,69,9,0,4112,4112,497,393,471,658,574,490,424,400,179,24,2
충청남도 서산시 성연면(4421036000),2738,2738,121,264,277,229,379,462,436,401,145,22,2,1409,1409,61,148,150,148,222,239,215,171,50,5,0,1329,1329,60,116,127,81,157,223,221,230,95,17,2
충청남도 서산시 음암면(4421037000),10875,10875,1210,1332,1178,1889,1578,1333,1061,985,270,39,0,5598,5598,627,734,629,1020,883,667,513,436,85,4,0,5277,5277,583,598,549,869,695,666,548,549,185,35,0
충청남도 서산시 운산면(4421038000),5834,5834,306,510,536,567,742,965,983,906,272,46,1,2961,2961,157,262,322,335,430,478,494,388,82,13,0,2873,2873,149,248,214,232,312,487,489,518,190,33,1
충청남도 서산시 해미면(4421039000),8365,8365,484,876,950,960,1197,1389,1217,946,308,35,3,4299,4299,256,464,547,566,655,713,598,397,96,6,1,4066,4066,228,412,403,394,542,676,619,549,212,29,2
충청남도 서산시 고북면(4421040000),8176,8176,912,786,885,1354,946,1104,925,951,266,43,4,4175,4175,464,437,514,768,523,553,420,394,92,10,0,4001,4001,448,349,371,586,423,551,505,557,174,33,4
충청남도 서산시 부춘동(4421051000),19663,19663,2479,3020,2370,3783,3487,2216,1196,810,267,30,5,9989,9989,1310,1560,1296,1881,1859,1103,564,333,79,4,0,9674,9674,1169,1460,1074,1902,1628,1113,632,477,188,26,5
충청남도 서산시 동문1동(4421052500),16600,16600,2037,2529,1907,2869,2897,2064,1214,757,278,42,6,8511,8511,1067,1468,1004,1419,1517,1024,608,326,69,8,1,8089,8089,970,1061,903,1450,1380,1040,606,431,209,34,5
충청남도 서산시 동문2동(4421053500),10662,10662,1138,1484,1231,1695,1853,1587,941,526,177,24,6,5283,5283,600,767,657,854,927,754,441,221,57,5,0,5379,5379,538,717,574,841,926,833,500,305,120,19,6
충청남도 서산시 수석동(4421054000),15196,15196,1620,2568,1801,2356,2807,2038,1030,701,245,28,2,7520,7520,844,1252,989,1142,1411,1044,492,263,74,9,0,7676,7676,776,1316,812,1214,1396,994,538,438,171,19,2
충청남도 서산시 석남동(4421055000),20545,20545,2844,3446,2151,3699,3647,2251,1240,897,325,43,2,10355,10355,1515,1807,1093,1819,1920,1156,589,350,93,13,0,10190,10190,1329,1639,1058,1880,1727,1095,651,547,232,30,2
충청남도 논산시 (4423000000),128068,128068,9876,16241,14490,15616,18637,20602,14732,12848,4441,532,53,64119,64119,5070,8329,8047,8400,9926,10536,6973,5150,1523,154,11,63949,63949,4806,7912,6443,7216,8711,10066,7759,7698,2918,378,42
충청남도 논산시 강경읍(4423025000),11133,11133,782,1362,1209,1289,1660,1907,1361,1077,428,48,10,5432,5432,400,704,671,666,827,937,624,443,137,20,3,5701,5701,382,658,538,623,833,970,737,634,291,28,7
충청남도 논산시 연무읍(4423025300),16491,16491,1320,1904,1894,2131,2251,2704,1928,1692,604,60,3,8353,8353,687,995,1102,1173,1237,1371,912,657,205,14,0,8138,8138,633,909,792,958,1014,1333,1016,1035,399,46,3
충청남도 논산시 성동면(4423031000),5293,5293,208,492,569,451,676,964,836,826,239,29,3,2706,2706,103,272,321,279,367,525,386,357,87,8,1,2587,2587,105,220,248,172,309,439,450,469,152,21,2
충청남도 논산시 광석면(4423032000),5369,5369,279,498,590,482,667,973,806,806,248,20,0,2747,2747,134,254,359,303,373,508,391,327,92,6,0,2622,2622,145,244,231,179,294,465,415,479,156,14,0
충청남도 논산시 노성면(4423033000),3960,3960,299,341,432,440,482,635,562,542,199,24,4,2021,2021,149,189,253,256,289,329,278,203,66,8,1,1939,1939,150,152,179,184,193,306,284,339,133,16,3
충청남도 논산시 상월면(4423034000),4118,4118,183,288,372,422,567,781,602,633,228,37,5,2088,2088,98,144,216,249,322,417,296,251,87,8,0,2030,2030,85,144,156,173,245,364,306,382,141,29,5
충청남도 논산시 부적면(4423035000),4321,4321,188,411,448,383,604,796,633,608,227,20,3,2172,2172,94,205,253,233,344,415,303,241,79,5,0,2149,2149,94,206,195,150,260,381,330,367,148,15,3
충청남도 논산시 연산면(4423036000),7104,7104,316,661,704,621,1026,1401,1071,914,339,47,4,3686,3686,167,379,392,371,588,756,525,384,114,10,0,3418,3418,149,282,312,250,438,645,546,530,225,37,4
충청남도 논산시 벌곡면(4423038000),2832,2832,133,176,249,262,342,550,477,439,173,26,5,1438,1438,62,95,148,154,204,289,235,184,58,8,1,1394,1394,71,81,101,108,138,261,242,255,115,18,4
충청남도 논산시 양촌면(4423039000),6361,6361,285,551,596,522,842,1145,1017,1016,351,35,1,3193,3193,145,291,338,309,479,586,484,427,128,5,1,3168,3168,140,260,258,213,363,559,533,589,223,30,0
충청남도 논산시 가야곡면(4423040000),4273,4273,161,391,421,360,530,781,689,686,220,29,5,2162,2162,77,197,253,217,306,407,342,274,78,10,1,2111,2111,84,194,168,143,224,374,347,412,142,19,4
충청남도 논산시 은진면(4423041000),5952,5952,215,1453,884,478,644,826,625,583,209,33,2,2936,2936,107,674,462,313,351,435,299,223,63,9,0,3016,3016,108,779,422,165,293,391,326,360,146,24,2
충청남도 논산시 채운면(4423042000),3000,3000,151,279,353,253,352,572,412,446,164,17,1,1496,1496,70,153,200,142,186,302,196,179,62,6,0,1504,1504,81,126,153,111,166,270,216,267,102,11,1
충청남도 논산시 취암동(4423051000),29280,29280,3318,4495,3675,4646,4835,4002,2219,1540,479,68,3,14553,14553,1744,2289,1948,2321,2462,1978,1025,605,155,25,1,14727,14727,1574,2206,1727,2325,2373,2024,1194,935,324,43,2
충청남도 논산시 부창동(4423052000),18581,18581,2038,2939,2094,2876,3159,2565,1494,1040,333,39,4,9136,9136,1033,1488,1131,1414,1591,1281,677,395,112,12,2,9445,9445,1005,1451,963,1462,1568,1284,817,645,221,27,2
충청남도 계룡시 (4425000000),42984,42984,5461,7781,4532,7106,8839,5007,2029,1547,608,68,6,21335,21335,2880,4063,2428,3312,4451,2520,932,554,179,16,0,21649,21649,2581,3718,2104,3794,4388,2487,1097,993,429,52,6
충청남도 계룡시 두마면(4425031000),7566,7566,1033,960,838,1306,1317,1136,497,325,137,16,1,3687,3687,544,498,437,608,661,537,236,126,36,4,0,3879,3879,489,462,401,698,656,599,261,199,101,12,1
충청남도 계룡시 엄사면(4425031500),18373,18373,1850,3494,2111,2519,3983,2289,922,837,331,33,4,9022,9022,988,1819,1123,1161,1917,1194,409,292,110,9,0,9351,9351,862,1675,988,1358,2066,1095,513,545,221,24,4
충청남도 계룡시 신도안면(4425033000),8354,8354,1349,2089,640,1679,2081,303,80,92,37,3,1,4263,4263,700,1087,337,789,1127,178,19,19,7,0,0,4091,4091,649,1002,303,890,954,125,61,73,30,3,1
충청남도 계룡시 금암동(4425051000),8691,8691,1229,1238,943,1602,1458,1279,530,293,103,16,0,4363,4363,648,659,531,754,746,611,268,117,26,3,0,4328,4328,581,579,412,848,712,668,262,176,77,13,0
충청남도 금산군 (4471000000),56235,56235,4195,5700,5886,6516,7987,9252,7428,6829,2186,234,22,28510,28510,2132,3081,3314,3662,4500,4767,3534,2741,724,49,6,27725,27725,2063,2619,2572,2854,3487,4485,3894,4088,1462,185,16
충청남도 금산군 금산읍(4471025000),23979,23979,2498,3101,2648,3520,3673,3562,2527,1793,580,66,11,12066,12066,1286,1687,1460,1841,1927,1752,1148,769,180,14,2,11913,11913,1212,1414,1188,1679,1746,1810,1379,1024,400,52,9
충청남도 금산군 금성면(4471031000),4066,4066,220,332,404,363,567,680,615,622,239,23,1,2087,2087,110,183,231,220,365,346,305,242,80,5,0,1979,1979,110,149,173,143,202,334,310,380,159,18,1
충청남도 금산군 제원면(4471032000),3242,3242,130,196,365,280,375,598,523,557,195,22,1,1677,1677,70,103,224,186,235,314,254,222,63,6,0,1565,1565,60,93,141,94,140,284,269,335,132,16,1
충청남도 금산군 부리면(4471033000),3038,3038,107,189,261,251,320,542,519,630,194,23,2,1484,1484,43,95,150,173,200,267,248,236,66,4,2,1554,1554,64,94,111,78,120,275,271,394,128,19,0
충청남도 금산군 군북면(4471034000),2635,2635,126,199,276,224,300,482,437,440,143,8,0,1342,1342,65,108,169,132,179,264,201,173,50,1,0,1293,1293,61,91,107,92,121,218,236,267,93,7,0
충청남도 금산군 남일면(4471035000),2888,2888,140,309,219,218,324,486,463,550,161,16,2,1428,1428,59,169,126,135,200,249,223,210,53,4,0,1460,1460,81,140,93,83,124,237,240,340,108,12,2
