행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
충청남도 금산군 남이면(4471036000),2303,2303,130,200,171,181,301,370,385,419,123,21,2,1180,1180,61,116,105,103,194,207,182,171,36,5,0,1123,1123,69,84,66,78,107,163,203,248,87,16,2
충청남도 금산군 진산면(4471037000),3495,3495,215,226,255,339,493,586,616,584,167,13,1,1745,1745,117,117,136,209,282,307,283,233,58,2,1,1750,1750,98,109,119,130,211,279,333,351,109,11,0
충청남도 금산군 복수면(4471038000),3695,3695,192,246,392,394,524,726,576,466,160,18,1,1957,1957,100,128,224,242,323,395,304,180,57,4,0,1738,1738,92,118,168,152,201,331,272,286,103,14,1
충청남도 금산군 추부면(4471039000),6894,6894,437,702,895,746,1110,1220,767,768,224,24,1,3544,3544,221,375,489,421,595,666,386,305,81,4,1,3350,3350,216,327,406,325,515,554,381,463,143,20,0
충청남도 연기군 (4473000000),82095,82095,7765,9497,10006,12532,12240,12263,8177,6803,2471,310,31,41755,41755,3853,4994,5421,6775,6733,6385,3929,2832,750,69,14,40340,40340,3912,4503,4585,5757,5507,5878,4248,3971,1721,241,17
충청남도 연기군 조치원읍(4473025000),43227,43227,5181,5689,5703,7817,6639,5634,3359,2320,768,102,15,21737,21737,2570,2949,2953,4066,3502,2852,1584,979,249,24,9,21490,21490,2611,2740,2750,3751,3137,2782,1775,1341,519,78,6
충청남도 연기군 동면(4473031000),3980,3980,253,305,450,503,522,686,489,513,238,17,4,2041,2041,121,175,246,323,303,364,251,186,69,2,1,1939,1939,132,130,204,180,219,322,238,327,169,15,3
충청남도 연기군 서면(4473032000),3688,3688,231,367,373,337,485,691,535,499,151,18,1,1897,1897,114,208,213,188,293,376,243,224,36,2,0,1791,1791,117,159,160,149,192,315,292,275,115,16,1
충청남도 연기군 서면봉암출장소(4473032500),4192,4192,395,440,486,633,573,666,459,387,128,24,1,2192,2192,207,244,298,359,324,332,224,161,37,6,0,2000,2000,188,196,188,274,249,334,235,226,91,18,1
충청남도 연기군 남면(4473033000),3498,3498,190,307,428,389,498,616,459,426,167,18,0,1790,1790,97,173,232,231,286,332,214,174,48,3,0,1708,1708,93,134,196,158,212,284,245,252,119,15,0
충청남도 연기군 금남면(4473034000),9490,9490,662,857,1087,1208,1360,1615,1220,1038,391,50,2,4819,4819,302,452,613,680,791,834,599,430,108,10,0,4671,4671,360,405,474,528,569,781,621,608,283,40,2
충청남도 연기군 전의면(4473035000),6875,6875,480,750,786,838,1046,1054,789,782,304,43,3,3528,3528,245,388,462,468,592,564,369,334,92,14,0,3347,3347,235,362,324,370,454,490,420,448,212,29,3
충청남도 연기군 전동면(4473036000),4107,4107,150,347,418,401,625,837,558,528,211,27,5,2209,2209,83,189,250,240,366,480,300,217,73,7,4,1898,1898,67,158,168,161,259,357,258,311,138,20,1
충청남도 연기군 소정면(4473037000),3038,3038,223,435,275,406,492,464,309,310,113,11,0,1542,1542,114,216,154,220,276,251,145,127,38,1,0,1496,1496,109,219,121,186,216,213,164,183,75,10,0
충청남도 부여군 (4476000000),74264,74264,4587,8309,7427,7245,9868,12700,10229,9886,3546,437,30,37076,37076,2377,4464,4260,4030,5246,6428,4866,4138,1178,83,6,37188,37188,2210,3845,3167,3215,4622,6272,5363,5748,2368,354,24
충청남도 부여군 부여읍(4476025000),24315,24315,1754,3732,2729,2735,3967,4072,2613,1957,657,88,11,12165,12165,910,2040,1502,1432,2005,2004,1251,813,192,13,3,12150,12150,844,1692,1227,1303,1962,2068,1362,1144,465,75,8
충청남도 부여군 규암면(4476031000),10695,10695,1093,1229,1077,1462,1504,1587,1182,1095,404,59,3,5396,5396,579,656,609,760,807,824,555,468,122,15,1,5299,5299,514,573,468,702,697,763,627,627,282,44,2
충청남도 부여군 은산면(4476032000),4424,4424,238,422,407,375,502,805,666,718,245,42,4,2193,2193,111,213,245,232,268,399,327,298,90,9,1,2231,2231,127,209,162,143,234,406,339,420,155,33,3
충청남도 부여군 외산면(4476033000),2825,2825,126,213,283,227,324,531,506,444,153,18,0,1388,1388,62,122,169,138,158,260,237,196,44,2,0,1437,1437,64,91,114,89,166,271,269,248,109,16,0
충청남도 부여군 내산면(4476034000),1855,1855,66,121,199,138,212,314,330,334,129,12,0,916,916,32,61,114,89,118,168,154,129,48,3,0,939,939,34,60,85,49,94,146,176,205,81,9,0
충청남도 부여군 구룡면(4476035000),2731,2731,143,182,273,217,287,462,495,501,155,15,1,1337,1337,72,100,149,136,158,222,239,210,48,2,1,1394,1394,71,82,124,81,129,240,256,291,107,13,0
충청남도 부여군 홍산면(4476036000),3457,3457,176,352,299,316,405,599,590,512,187,21,0,1698,1698,87,193,170,172,218,291,279,224,61,3,0,1759,1759,89,159,129,144,187,308,311,288,126,18,0
충청남도 부여군 옥산면(4476037000),1592,1592,64,96,105,119,151,252,279,361,151,13,1,761,761,28,53,64,72,90,127,123,140,62,2,0,831,831,36,43,41,47,61,125,156,221,89,11,1
충청남도 부여군 남면(4476038000),2183,2183,82,156,167,132,188,379,417,458,180,24,0,1043,1043,38,86,100,74,108,189,189,194,58,7,0,1140,1140,44,70,67,58,80,190,228,264,122,17,0
충청남도 부여군 충화면(4476039000),1355,1355,40,91,118,71,146,243,232,296,109,8,1,683,683,25,54,75,41,87,120,106,142,31,2,0,672,672,15,37,43,30,59,123,126,154,78,6,1
충청남도 부여군 양화면(4476040000),2065,2065,54,126,174,113,181,389,368,455,174,28,3,1014,1014,31,64,116,73,96,184,180,209,56,5,0,1051,1051,23,62,58,40,85,205,188,246,118,23,3
충청남도 부여군 임천면(4476041000),3372,3372,151,257,267,280,357,601,590,577,269,22,1,1640,1640,74,135,165,157,207,310,269,229,89,5,0,1732,1732,77,122,102,123,150,291,321,348,180,17,1
충청남도 부여군 장암면(4476042000),3220,3220,133,269,297,244,349,541,541,615,204,26,1,1635,1635,84,138,173,164,189,286,265,246,84,6,0,1585,1585,49,131,124,80,160,255,276,369,120,20,1
충청남도 부여군 세도면(4476043000),3968,3968,166,375,379,302,499,772,609,618,222,24,2,2024,2024,90,183,219,191,278,412,292,273,84,2,0,1944,1944,76,192,160,111,221,360,317,345,138,22,2
충청남도 부여군 석성면(4476044000),3549,3549,196,469,354,314,490,630,433,501,144,17,1,1840,1840,106,249,219,174,284,343,215,194,52,4,0,1709,1709,90,220,135,140,206,287,218,307,92,13,1
충청남도 부여군 초촌면(4476045000),2658,2658,105,219,299,200,306,523,378,444,163,20,1,1343,1343,48,117,171,125,175,289,185,173,57,3,0,1315,1315,57,102,128,75,131,234,193,271,106,17,1
충청남도 서천군 (4477000000),59678,59678,3628,6147,5717,5974,7928,9873,8738,8154,3173,330,16,29371,29371,1834,3252,3239,3292,4367,4869,4064,3391,1003,59,1,30307,30307,1794,2895,2478,2682,3561,5004,4674,4763,2170,271,15
충청남도 서천군 장항읍(4477025000),13429,13429,963,1668,1356,1664,2039,2210,1744,1298,445,36,6,6686,6686,488,859,746,883,1145,1084,802,544,132,3,0,6743,6743,475,809,610,781,894,1126,942,754,313,33,6
충청남도 서천군 서천읍(4477025300),14465,14465,1306,2142,1488,1794,2314,2119,1479,1263,507,51,2,7141,7141,663,1132,789,897,1215,1029,721,527,155,13,0,7324,7324,643,1010,699,897,1099,1090,758,736,352,38,2
충청남도 서천군 마서면(4477031000),6130,6130,307,440,596,578,724,1051,1038,956,396,43,1,3002,3002,151,221,346,351,412,538,465,391,122,5,0,3128,3128,156,219,250,227,312,513,573,565,274,38,1
충청남도 서천군 화양면(4477032000),2787,2787,79,172,221,209,263,461,503,631,219,28,1,1338,1338,48,88,128,130,139,231,231,262,75,6,0,1449,1449,31,84,93,79,124,230,272,369,144,22,1
충청남도 서천군 기산면(4477033000),1985,1985,66,150,153,121,199,325,345,434,177,15,0,951,951,25,76,93,75,117,159,158,188,59,1,0,1034,1034,41,74,60,46,82,166,187,246,118,14,0
충청남도 서천군 한산면(4477034000),3107,3107,121,262,263,220,322,509,569,617,203,19,2,1509,1509,68,151,152,117,176,236,271,262,73,3,0,1598,1598,53,111,111,103,146,273,298,355,130,16,2
충청남도 서천군 마산면(4477035000),1666,1666,69,102,148,98,166,294,298,337,140,14,0,790,790,29,55,99,56,89,137,142,129,50,4,0,876,876,40,47,49,42,77,157,156,208,90,10,0
충청남도 서천군 시초면(4477036000),1427,1427,42,83,109,77,140,205,253,364,140,14,0,695,695,22,45,72,51,81,109,114,148,48,5,0,732,732,20,38,37,26,59,96,139,216,92,9,0
충청남도 서천군 문산면(4477037000),1445,1445,49,73,98,112,138,250,290,286,133,16,0,697,697,27,41,47,72,75,122,142,123,43,5,0,748,748,22,32,51,40,63,128,148,163,90,11,0
충청남도 서천군 판교면(4477038000),2421,2421,96,153,203,151,234,442,426,499,196,19,2,1169,1169,49,86,120,89,125,223,199,218,56,4,0,1252,1252,47,67,83,62,109,219,227,281,140,15,2
충청남도 서천군 종천면(4477039000),2374,2374,104,166,212,197,263,435,412,386,179,20,0,1134,1134,46,97,117,120,160,205,189,145,50,5,0,1240,1240,58,69,95,77,103,230,223,241,129,15,0
충청남도 서천군 비인면(4477040000),3602,3602,151,308,352,290,431,655,629,517,243,25,1,1760,1760,77,173,205,169,238,321,297,206,72,2,0,1842,1842,74,135,147,121,193,334,332,311,171,23,1
충청남도 서천군 서면(4477041000),4840,4840,275,428,518,463,695,917,752,566,195,30,1,2499,2499,141,228,325,282,395,475,333,248,68,3,1,2341,2341,134,200,193,181,300,442,419,318,127,27,0
충청남도 청양군 (4479000000),32337,32337,1865,3166,3228,3010,4124,5312,4626,5169,1661,164,12,16262,16262,951,1683,1898,1763,2281,2740,2163,2174,568,37,4,16075,16075,914,1483,1330,1247,1843,2572,2463,2995,1093,127,8
충청남도 청양군 청양읍(4479025000),10254,10254,870,1363,1179,1305,1581,1579,1053,964,319,37,4,5192,5192,450,732,659,704,823,798,516,391,107,9,3,5062,5062,420,631,520,601,758,781,537,573,212,28,1
충청남도 청양군 운곡면(4479031000),2265,2265,94,167,214,160,262,351,358,500,142,17,0,1103,1103,54,88,126,99,150,187,153,202,40,4,0,1162,1162,40,79,88,61,112,164,205,298,102,13,0
충청남도 청양군 대치면(4479032000),2287,2287,83,184,209,177,288,404,347,434,149,11,1,1167,1167,36,98,125,112,180,213,172,177,52,1,1,1120,1120,47,86,84,65,108,191,175,257,97,10,0
충청남도 청양군 정산면(4479033000),3744,3744,206,432,401,364,470,612,518,521,197,20,3,1914,1914,102,237,247,202,249,321,250,229,71,6,0,1830,1830,104,195,154,162,221,291,268,292,126,14,3
충청남도 청양군 목면(4479034000),1634,1634,86,128,158,115,221,288,248,300,81,9,0,832,832,46,68,94,67,130,160,112,125,28,2,0,802,802,40,60,64,48,91,128,136,175,53,7,0
충청남도 청양군 청남면(4479035000),2058,2058,94,158,182,147,221,351,358,394,135,17,1,1004,1004,43,80,102,90,134,172,166,166,45,6,0,1054,1054,51,78,80,57,87,179,192,228,90,11,1
충청남도 청양군 장평면(4479036000),2553,2553,121,181,221,211,275,435,464,479,154,11,1,1287,1287,68,85,136,145,164,215,207,219,47,1,0,1266,1266,53,96,85,66,111,220,257,260,107,10,1
충청남도 청양군 남양면(4479037000),2858,2858,103,220,234,191,300,482,492,633,181,21,1,1409,1409,54,100,149,122,175,255,225,261,66,2,0,1449,1449,49,120,85,69,125,227,267,372,115,19,1
충청남도 청양군 화성면(4479038000),2378,2378,111,165,218,164,241,403,405,494,165,12,0,1197,1197,52,102,132,106,123,206,194,220,60,2,0,1181,1181,59,63,86,58,118,197,211,274,105,10,0
충청남도 청양군 비봉면(4479039000),2306,2306,97,168,212,176,265,407,383,450,138,9,1,1157,1157,46,93,128,116,153,213,168,184,52,4,0,1149,1149,51,75,84,60,112,194,215,266,86,5,1
충청남도 홍성군 (4480000000),88103,88103,7010,10492,9494,10600,13281,13594,10472,9673,3047,404,36,43798,43798,3561,5591,5157,5583,6997,6815,4907,4040,1035,105,7,44305,44305,3449,4901,4337,5017,6284,6779,5565,5633,2012,299,29
충청남도 홍성군 홍성읍(4480025000),43680,43680,4933,6693,4971,6827,7785,5772,3394,2399,783,112,11,21608,21608,2499,3572,2543,3325,3992,2854,1584,955,256,25,3,22072,22072,2434,3121,2428,3502,3793,2918,1810,1444,527,87,8
충청남도 홍성군 광천읍(4480025300),10916,10916,527,1093,1139,1035,1460,1950,1740,1402,494,66,10,5470,5470,273,580,683,598,755,983,814,587,176,20,1,5446,5446,254,513,456,437,705,967,926,815,318,46,9
충청남도 홍성군 홍북면(4480031000),4518,4518,261,420,470,417,596,829,649,658,194,22,2,2265,2265,141,218,253,241,339,414,315,274,62,8,0,2253,2253,120,202,217,176,257,415,334,384,132,14,2
충청남도 홍성군 금마면(4480032000),3862,3862,141,291,378,312,480,681,641,699,214,23,2,1945,1945,77,162,223,184,279,356,291,296,70,6,1,1917,1917,64,129,155,128,201,325,350,403,144,17,1
충청남도 홍성군 홍동면(4480033000),3807,3807,191,358,393,312,476,654,568,653,184,18,0,1949,1949,105,186,232,196,263,346,280,272,65,4,0,1858,1858,86,172,161,116,213,308,288,381,119,14,0
충청남도 홍성군 장곡면(4480034000),3507,3507,138,262,287,270,378,547,612,784,199,26,4,1722,1722,66,139,183,161,217,274,268,324,80,9,1,1785,1785,72,123,104,109,161,273,344,460,119,17,3
충청남도 홍성군 은하면(4480035000),2860,2860,99,212,289,190,304,505,471,553,206,30,1,1437,1437,51,123,165,120,172,253,236,242,67,8,0,1423,1423,48,89,124,70,132,252,235,311,139,22,1
충청남도 홍성군 결성면(4480036000),2538,2538,97,166,260,166,299,430,446,505,150,19,0,1260,1260,47,91,154,107,171,208,209,224,45,4,0,1278,1278,50,75,106,59,128,222,237,281,105,15,0
충청남도 홍성군 서부면(4480037000),3816,3816,169,315,390,287,457,688,662,617,203,27,1,1802,1802,65,150,215,180,229,338,297,260,61,7,0,2014,2014,104,165,175,107,228,350,365,357,142,20,1
충청남도 홍성군 갈산면(4480038000),4192,4192,168,292,446,332,482,764,679,758,232,35,4,2092,2092,97,155,250,206,258,385,309,329,96,6,1,2100,2100,71,137,196,126,224,379,370,429,136,29,3
충청남도 홍성군 구항면(4480039000),4407,4407,286,390,471,452,564,774,610,645,188,26,1,2248,2248,140,215,256,265,322,404,304,277,57,8,0,2159,2159,146,175,215,187,242,370,306,368,131,18,1
충청남도 예산군 (4481000000),86601,86601,5881,9564,9516,9764,12403,14518,11088,10236,3195,419,17,43452,43452,3035,4980,5403,5351,6628,7271,5228,4375,1086,95,0,43149,43149,2846,4584,4113,4413,5775,7247,5860,5861,2109,324,17
충청남도 예산군 예산읍(4481025000),37532,37532,3336,5326,4435,5220,6182,5925,3600,2562,827,112,7,18667,18667,1742,2708,2428,2651,3149,2926,1722,1057,261,23,0,18865,18865,1594,2618,2007,2569,3033,2999,1878,1505,566,89,7
충청남도 예산군 삽교읍(4481025300),8248,8248,411,829,848,714,1076,1435,1220,1312,350,49,4,4131,4131,203,447,484,416,594,722,565,579,115,6,0,4117,4117,208,382,364,298,482,713,655,733,235,43,4
충청남도 예산군 대술면(4481031000),2996,2996,111,217,306,273,336,563,494,507,162,27,0,1537,1537,53,111,175,183,205,290,233,226,54,7,0,1459,1459,58,106,131,90,131,273,261,281,108,20,0
충청남도 예산군 신양면(4481032000),3602,3602,168,258,407,302,377,643,595,631,193,27,1,1776,1776,88,139,234,173,210,321,261,279,66,5,0,1826,1826,80,119,173,129,167,322,334,352,127,22,1
충청남도 예산군 광시면(4481033000),3712,3712,152,300,296,322,437,564,600,785,227,29,0,1833,1833,76,146,182,196,267,285,263,331,82,5,0,1879,1879,76,154,114,126,170,279,337,454,145,24,0
충청남도 예산군 대흥면(4481034000),2060,2060,74,144,182,162,232,421,353,336,143,13,0,1035,1035,38,71,112,98,131,219,171,148,45,2,0,1025,1025,36,73,70,64,101,202,182,188,98,11,0
충청남도 예산군 응봉면(4481035000),2932,2932,189,242,307,271,392,509,412,456,133,21,0,1509,1509,90,142,184,166,214,268,198,198,42,7,0,1423,1423,99,100,123,105,178,241,214,258,91,14,0
충청남도 예산군 덕산면(4481036000),7288,7288,490,713,777,822,1092,1300,919,865,274,35,1,3586,3586,260,389,420,440,566,617,427,357,99,11,0,3702,3702,230,324,357,382,526,683,492,508,175,24,1
충청남도 예산군 봉산면(4481037000),2956,2956,196,227,300,274,348,477,430,473,208,22,1,1497,1497,81,122,184,166,197,252,209,203,75,8,0,1459,1459,115,105,116,108,151,225,221,270,133,14,1
충청남도 예산군 고덕면(4481038000),5466,5466,284,462,557,469,654,919,947,877,262,35,0,2785,2785,151,240,342,288,368,459,458,380,90,9,0,2681,2681,133,222,215,181,286,460,489,497,172,26,0
충청남도 예산군 신암면(4481039000),4286,4286,193,357,459,376,532,783,693,682,184,25,2,2210,2210,107,192,276,235,302,411,318,293,71,5,0,2076,2076,86,165,183,141,230,372,375,389,113,20,2
충청남도 예산군 오가면(4481040000),5523,5523,277,489,642,559,745,979,825,750,232,24,1,2886,2886,146,273,382,339,425,501,403,324,86,7,0,2637,2637,131,216,260,220,320,478,422,426,146,17,1
충청남도 태안군 (4482500000),63034,63034,4407,6244,6323,7335,9054,10891,9456,6905,2155,247,17,31697,31697,2286,3296,3624,4114,4916,5315,4553,2869,673,50,1,31337,31337,2121,2948,2699,3221,4138,5576,4903,4036,1482,197,16
충청남도 태안군 태안읍(4482525000),26872,26872,2524,3451,3089,3879,4355,4025,2925,1969,585,63,7,13516,13516,1318,1831,1700,2029,2249,1999,1410,791,178,10,1,13356,13356,1206,1620,1389,1850,2106,2026,1515,1178,407,53,6
충청남도 태안군 안면읍(4482525300),9708,9708,603,887,800,1022,1402,1855,1664,1040,393,37,5,4834,4834,314,469,462,561,781,861,814,443,118,11,0,4874,4874,289,418,338,461,621,994,850,597,275,26,5
충청남도 태안군 고남면(4482531000),2665,2665,134,210,178,206,364,507,509,437,100,20,0,1297,1297,59,115,115,115,206,244,236,169,35,3,0,1368,1368,75,95,63,91,158,263,273,268,65,17,0
충청남도 태안군 남면(4482532000),4512,4512,182,330,462,388,561,917,841,623,185,23,0,2262,2262,93,184,256,245,299,458,407,258,58,4,0,2250,2250,89,146,206,143,262,459,434,365,127,19,0
충청남도 태안군 근흥면(4482533000),5949,5949,294,395,590,537,769,1224,1090,781,244,25,0,3095,3095,160,207,366,352,445,613,524,338,84,6,0,2854,2854,134,188,224,185,324,611,566,443,160,19,0
충청남도 태안군 소원면(4482534000),5910,5910,235,453,536,496,717,1124,1121,929,267,29,3,2922,2922,119,224,325,310,411,520,534,392,83,4,0,2988,2988,116,229,211,186,306,604,587,537,184,25,3
충청남도 태안군 원북면(4482535000),4978,4978,345,367,467,615,571,792,829,703,257,31,1,2517,2517,177,194,264,381,326,397,396,295,80,7,0,2461,2461,168,173,203,234,245,395,433,408,177,24,1
충청남도 태안군 이원면(4482536000),2440,2440,90,151,201,192,315,447,477,423,124,19,1,1254,1254,46,72,136,121,199,223,232,183,37,5,0,1186,1186,44,79,65,71,116,224,245,240,87,14,1
충청남도 당진군 (4483000000),147676,147676,15105,17102,17538,23601,22832,20687,14384,11937,3906,548,36,76284,76284,7894,8888,9811,13066,12627,10586,6987,5011,1284,125,5,71392,71392,7211,8214,7727,10535,10205,10101,7397,6926,2622,423,31
충청남도 당진군 당진읍(4483025000),52001,52001,6973,7903,6207,9974,9142,5577,3171,2189,743,115,7,26340,26340,3657,4088,3274,4977,4826,2870,1516,885,221,26,0,25661,25661,3316,3815,2933,4997,4316,2707,1655,1304,522,89,7
충청남도 당진군 합덕읍(4483025300),10786,10786,630,1059,1247,1185,1500,1946,1511,1275,385,45,3,5583,5583,352,562,738,700,821,962,735,573,131,9,0,5203,5203,278,497,509,485,679,984,776,702,254,36,3
충청남도 당진군 송악읍(4483025600),22867,22867,2878,1908,3001,4700,3411,3129,1882,1453,436,65,4,12508,12508,1484,999,1765,2840,2030,1668,949,603,154,15,1,10359,10359,1394,909,1236,1860,1381,1461,933,850,282,50,3
충청남도 당진군 고대면(4483031000),6082,6082,319,486,631,601,818,1034,909,962,280,39,3,3109,3109,170,239,352,375,481,516,450,413,100,12,1,2973,2973,149,247,279,226,337,518,459,549,180,27,2
충청남도 당진군 석문면(4483032000),7965,7965,500,710,871,898,1216,1481,1028,918,298,42,3,4098,4098,245,380,509,550,675,758,488,392,90,10,1,3867,3867,255,330,362,348,541,723,540,526,208,32,2
충청남도 당진군 대호지면(4483033000),2890,2890,125,216,308,234,298,515,518,475,175,24,2,1445,1445,63,122,173,146,167,248,246,208,68,4,0,1445,1445,62,94,135,88,131,267,272,267,107,20,2
충청남도 당진군 정미면(4483034000),4016,4016,170,442,522,335,413,634,629,607,234,28,2,1955,1955,87,209,250,210,239,313,308,273,62,4,0,2061,2061,83,233,272,125,174,321,321,334,172,24,2
충청남도 당진군 면천면(4483035000),3891,3891,166,341,423,361,504,727,576,556,205,31,1,1967,1967,80,193,246,221,270,361,287,231,69,8,1,1924,1924,86,148,177,140,234,366,289,325,136,23,0
충청남도 당진군 순성면(4483036000),6118,6118,385,673,606,633,903,969,831,802,278,36,2,3089,3089,204,339,336,367,510,491,417,323,95,7,0,3029,3029,181,334,270,266,393,478,414,479,183,29,2
충청남도 당진군 우강면(4483037000),6369,6369,389,682,708,690,886,1089,871,796,224,34,0,3215,3215,214,346,413,398,472,546,415,320,83,8,0,3154,3154,175,336,295,292,414,543,456,476,141,26,0
충청남도 당진군 신평면(4483038000),15348,15348,1628,1848,1819,2400,2382,2216,1477,1138,386,47,7,7870,7870,854,998,984,1322,1276,1139,696,472,118,10,1,7478,7478,774,850,835,1078,1106,1077,781,666,268,37,6
충청남도 당진군 송산면(4483040000),9343,9343,942,834,1195,1590,1359,1370,981,766,262,42,2,5105,5105,484,413,771,960,860,714,480,318,93,12,0,4238,4238,458,421,424,630,499,656,501,448,169,30,2
전라북도  (4500000000),1871388,1871388,169280,255978,227118,263796,296770,268209,189810,143664,49970,6331,462,932792,932792,87632,133279,121349,137189,154882,134986,89240,57395,15503,1260,77,938596,938596,81648,122699,105769,126607,141888,133223,100570,86269,34467,5071,385
전라북도 전주시 (4511000000),644851,644851,64254,102861,87250,100644,110692,86976,50713,30078,9974,1315,94,318452,318452,33430,53346,44992,49714,54683,42569,24188,12329,2955,232,14,326399,326399,30824,49515,42258,50930,56009,44407,26525,17749,7019,1083,80
전라북도 전주시 완산구 (4511100000),361038,361038,34845,59302,48551,54397,63054,49658,28056,16673,5710,752,40,176928,176928,18079,30702,25163,26397,30653,24124,13380,6645,1642,136,7,184110,184110,16766,28600,23388,28000,32401,25534,14676,10028,4068,616,33
전라북도 전주시 완산구 중앙동(4511151000),10984,10984,566,1199,1414,1394,1680,1978,1507,910,285,46,5,5548,5548,284,622,751,784,885,957,739,415,101,10,0,5436,5436,282,577,663,610,795,1021,768,495,184,36,5
전라북도 전주시 완산구 풍남동(4511153000),7518,7518,365,700,909,1010,1071,1364,1164,666,237,26,6,3858,3858,191,341,484,609,608,667,555,314,80,9,0,3660,3660,174,359,425,401,463,697,609,352,157,17,6
전라북도 전주시 완산구 노송동(4511160500),15644,15644,817,1638,2109,2142,2298,2715,2111,1356,396,56,6,7834,7834,424,863,1142,1195,1172,1304,988,611,126,8,1,7810,7810,393,775,967,947,1126,1411,1123,745,270,48,5
전라북도 전주시 완산구 완산동(4511163500),7090,7090,374,826,935,955,1048,1142,996,601,190,22,1,3633,3633,211,428,535,560,589,550,453,247,57,2,1,3457,3457,163,398,400,395,459,592,543,354,133,20,0
전라북도 전주시 완산구 동서학동(4511165000),8637,8637,589,1001,1155,1161,1282,1483,1069,691,178,27,1,4423,4423,311,505,656,641,693,722,527,294,67,7,0,4214,4214,278,496,499,520,589,761,542,397,111,20,1
전라북도 전주시 완산구 서서학동(4511166000),11960,11960,924,1460,1680,1844,1817,1896,1349,765,198,26,1,5885,5885,475,717,899,1002,914,871,625,313,64,4,1,6075,6075,449,743,781,842,903,1025,724,452,134,22,0
전라북도 전주시 완산구 중화산1동(4511167100),15523,15523,1179,2385,2549,1982,2496,2560,1321,743,276,31,1,7630,7630,612,1270,1335,970,1138,1233,662,314,89,6,1,7893,7893,567,1115,1214,1012,1358,1327,659,429,187,25,0
전라북도 전주시 완산구 중화산2동(4511167200),20465,20465,2149,3936,2696,3106,4105,2479,1045,699,224,26,0,10155,10155,1128,2068,1384,1415,2030,1290,502,272,62,4,0,10310,10310,1021,1868,1312,1691,2075,1189,543,427,162,22,0
전라북도 전주시 완산구 서신동(4511168000),47740,47740,5602,8884,6242,7955,9094,5328,2488,1575,501,69,2,23287,23287,2892,4586,3080,3694,4392,2671,1191,610,160,11,0,24453,24453,2710,4298,3162,4261,4702,2657,1297,965,341,58,2
전라북도 전주시 완산구 평화1동(4511169100),14731,14731,1214,1753,2026,2323,2190,2298,1548,977,363,39,0,7051,7051,647,917,1072,1231,1013,1081,671,338,79,2,0,7680,7680,567,836,954,1092,1177,1217,877,639,284,37,0
전라북도 전주시 완산구 평화2동(4511169200),45051,45051,5170,7631,5525,7030,7863,6121,3102,1854,665,87,3,21697,21697,2631,3915,2835,3182,3827,2960,1465,676,192,14,0,23354,23354,2539,3716,2690,3848,4036,3161,1637,1178,473,73,3
전라북도 전주시 완산구 삼천1동(4511170100),14732,14732,1149,2631,2206,1917,2639,2197,1124,619,221,27,2,7105,7105,586,1366,1140,934,1217,1030,540,235,50,6,1,7627,7627,563,1265,1066,983,1422,1167,584,384,171,21,1
전라북도 전주시 완산구 삼천2동(4511170200),19184,19184,1578,3502,2966,2422,3411,2988,1359,639,274,45,0,9278,9278,798,1794,1543,1136,1522,1455,701,244,74,11,0,9906,9906,780,1708,1423,1286,1889,1533,658,395,200,34,0
전라북도 전주시 완산구 삼천3동(4511170300),24704,24704,2495,5020,2818,3424,4971,3008,1402,1069,427,67,3,12076,12076,1321,2617,1474,1527,2426,1549,652,379,120,11,0,12628,12628,1174,2403,1344,1897,2545,1459,750,690,307,56,3
