행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
전라남도 담양군 월산면(4671039000),2656,2656,139,220,292,233,348,478,436,361,128,20,1,1364,1364,64,122,156,149,215,257,216,142,39,4,0,1292,1292,75,98,136,84,133,221,220,219,89,16,1
전라남도 담양군 수북면(4671040000),4132,4132,213,378,411,408,599,682,592,580,224,41,4,2075,2075,118,202,214,255,353,362,273,210,78,9,1,2057,2057,95,176,197,153,246,320,319,370,146,32,3
전라남도 담양군 대전면(4671041000),4368,4368,239,419,407,497,655,670,631,623,198,26,3,2200,2200,121,226,217,293,406,363,278,239,54,3,0,2168,2168,118,193,190,204,249,307,353,384,144,23,3
전라남도 곡성군 (4672000000),31592,31592,2004,3208,2890,3073,4300,4597,4485,4985,1826,215,9,15371,15371,1048,1625,1546,1739,2431,2438,2007,1902,593,41,1,16221,16221,956,1583,1344,1334,1869,2159,2478,3083,1233,174,8
전라남도 곡성군 곡성읍(4672025000),8562,8562,652,1096,877,971,1253,1305,1057,948,364,37,2,4173,4173,331,540,467,509,659,679,492,371,115,10,0,4389,4389,321,556,410,462,594,626,565,577,249,27,2
전라남도 곡성군 오곡면(4672031000),2247,2247,144,160,212,201,276,343,355,418,121,16,1,1097,1097,79,88,111,123,163,184,141,163,44,1,0,1150,1150,65,72,101,78,113,159,214,255,77,15,1
전라남도 곡성군 삼기면(4672032000),1908,1908,85,138,128,161,234,283,297,387,172,22,1,924,924,45,81,68,106,134,151,131,154,50,4,0,984,984,40,57,60,55,100,132,166,233,122,18,1
전라남도 곡성군 석곡면(4672033000),2822,2822,133,275,234,223,367,392,422,566,196,13,1,1353,1353,73,145,122,125,214,195,193,215,69,2,0,1469,1469,60,130,112,98,153,197,229,351,127,11,1
전라남도 곡성군 목사동면(4672034000),1577,1577,53,121,136,107,188,217,265,353,119,17,1,754,754,30,61,71,67,103,116,121,138,45,1,1,823,823,23,60,65,40,85,101,144,215,74,16,0
전라남도 곡성군 죽곡면(4672035000),1999,1999,87,150,158,155,227,314,370,385,141,12,0,960,960,52,72,90,95,127,164,173,147,38,2,0,1039,1039,35,78,68,60,100,150,197,238,103,10,0
전라남도 곡성군 고달면(4672036000),1384,1384,58,97,114,85,157,186,259,316,100,12,0,654,654,26,55,62,49,97,100,112,119,33,1,0,730,730,32,42,52,36,60,86,147,197,67,11,0
전라남도 곡성군 옥과면(4672037000),4405,4405,319,570,474,487,696,626,525,510,181,17,0,2173,2173,169,285,249,258,381,332,254,181,59,5,0,2232,2232,150,285,225,229,315,294,271,329,122,12,0
전라남도 곡성군 입면(4672038000),3028,3028,304,279,228,397,412,368,367,474,172,27,0,1489,1489,160,136,131,215,250,194,157,181,60,5,0,1539,1539,144,143,97,182,162,174,210,293,112,22,0
전라남도 곡성군 겸면(4672039000),2031,2031,109,169,176,164,266,306,325,356,137,21,2,978,978,50,89,89,110,160,170,129,136,41,4,0,1053,1053,59,80,87,54,106,136,196,220,96,17,2
전라남도 곡성군 오산면(4672040000),1629,1629,60,153,153,122,224,257,243,272,123,21,1,816,816,33,73,86,82,143,153,104,97,39,6,0,813,813,27,80,67,40,81,104,139,175,84,15,1
전라남도 구례군 (4673000000),27312,27312,1805,2795,2503,2795,3778,4164,3999,3860,1416,181,16,13302,13302,954,1422,1362,1535,2150,2080,1774,1551,434,35,5,14010,14010,851,1373,1141,1260,1628,2084,2225,2309,982,146,11
전라남도 구례군 구례읍(4673025000),11550,11550,1003,1541,1174,1444,1768,1715,1359,1070,424,48,4,5681,5681,539,782,641,721,953,854,619,445,115,11,1,5869,5869,464,759,533,723,815,861,740,625,309,37,3
전라남도 구례군 문척면(4673031000),1298,1298,59,106,102,113,174,198,217,238,84,7,0,672,672,37,63,52,73,111,107,98,105,26,0,0,626,626,22,43,50,40,63,91,119,133,58,7,0
전라남도 구례군 간전면(4673032000),1664,1664,88,120,124,140,217,275,296,294,90,17,3,786,786,36,53,72,81,129,139,130,114,31,1,0,878,878,52,67,52,59,88,136,166,180,59,16,3
전라남도 구례군 토지면(4673033000),2612,2612,143,204,204,194,372,446,394,452,180,21,2,1273,1273,82,106,122,116,209,229,164,172,66,7,0,1339,1339,61,98,82,78,163,217,230,280,114,14,2
전라남도 구례군 마산면(4673034000),2901,2901,154,288,279,297,394,452,435,424,157,20,1,1435,1435,83,146,155,165,237,232,200,163,47,6,1,1466,1466,71,142,124,132,157,220,235,261,110,14,0
전라남도 구례군 광의면(4673035000),2527,2527,126,157,221,185,263,352,462,532,197,31,1,1190,1190,65,76,124,116,155,174,203,214,59,4,0,1337,1337,61,81,97,69,108,178,259,318,138,27,1
전라남도 구례군 용방면(4673036000),1536,1536,59,121,124,141,156,239,275,293,109,17,2,724,724,24,61,65,92,87,114,121,120,36,3,1,812,812,35,60,59,49,69,125,154,173,73,14,1
전라남도 구례군 산동면(4673037000),3224,3224,173,258,275,281,434,487,561,557,175,20,3,1541,1541,88,135,131,171,269,231,239,218,54,3,2,1683,1683,85,123,144,110,165,256,322,339,121,17,1
전라남도 고흥군 (4677000000),73209,73209,4010,6678,6090,6158,8747,11685,12183,12328,4703,605,22,35348,35348,2105,3495,3367,3549,4922,5810,5658,4839,1502,101,0,37861,37861,1905,3183,2723,2609,3825,5875,6525,7489,3201,504,22
전라남도 고흥군 고흥읍(4677025000),12778,12778,1348,1888,1228,1666,1957,1821,1356,1020,433,61,0,6201,6201,696,976,635,806,1014,880,653,406,125,10,0,6577,6577,652,912,593,860,943,941,703,614,308,51,0
전라남도 고흥군 도양읍(4677025300),10823,10823,767,1287,969,1138,1532,1811,1617,1226,426,48,2,5334,5334,395,652,540,602,838,888,759,516,136,8,0,5489,5489,372,635,429,536,694,923,858,710,290,40,2
전라남도 고흥군 도양읍소록출장소(4677025400),758,758,17,23,26,27,36,103,160,216,122,28,0,394,394,12,13,10,13,15,55,99,119,47,11,0,364,364,5,10,16,14,21,48,61,97,75,17,0
전라남도 고흥군 도양읍시산출장소(4677025500),256,256,20,8,24,31,34,32,46,56,4,1,0,132,132,8,6,15,22,20,18,17,26,0,0,0,124,124,12,2,9,9,14,14,29,30,4,1,0
전라남도 고흥군 풍양면(4677031000),3842,3842,114,218,322,264,406,629,755,794,292,46,2,1861,1861,60,119,184,184,256,319,329,319,81,10,0,1981,1981,54,99,138,80,150,310,426,475,211,36,2
전라남도 고흥군 도덕면(4677032000),3442,3442,116,242,259,210,367,520,646,745,295,41,1,1616,1616,60,118,145,130,218,275,281,294,91,4,0,1826,1826,56,124,114,80,149,245,365,451,204,37,1
전라남도 고흥군 금산면(4677033000),4987,4987,192,389,370,337,553,825,997,980,309,34,1,2485,2485,96,217,225,207,315,412,482,412,109,10,0,2502,2502,96,172,145,130,238,413,515,568,200,24,1
전라남도 고흥군 도화면(4677034000),4748,4748,223,373,346,356,522,792,862,881,342,50,1,2283,2283,120,192,206,206,293,372,446,335,108,5,0,2465,2465,103,181,140,150,229,420,416,546,234,45,1
전라남도 고흥군 포두면(4677035000),5936,5936,234,441,481,399,663,992,1089,1152,429,50,6,2834,2834,133,229,265,256,368,485,483,452,155,8,0,3102,3102,101,212,216,143,295,507,606,700,274,42,6
전라남도 고흥군 봉래면(4677036000),2250,2250,118,138,158,184,245,377,416,440,156,18,0,1084,1084,61,77,79,117,157,186,194,158,52,3,0,1166,1166,57,61,79,67,88,191,222,282,104,15,0
전라남도 고흥군 점암면(4677037000),3158,3158,116,180,236,212,271,508,622,656,318,37,2,1483,1483,65,99,127,144,172,249,289,239,93,6,0,1675,1675,51,81,109,68,99,259,333,417,225,31,2
전라남도 고흥군 과역면(4677038000),4001,4001,149,344,373,296,465,669,622,739,303,39,2,1865,1865,78,177,200,184,251,345,265,270,92,3,0,2136,2136,71,167,173,112,214,324,357,469,211,36,2
전라남도 고흥군 남양면(4677039000),2742,2742,108,170,240,158,279,489,491,548,234,23,2,1299,1299,62,100,120,94,169,245,221,210,73,5,0,1443,1443,46,70,120,64,110,244,270,338,161,18,2
전라남도 고흥군 동강면(4677040000),3747,3747,170,323,324,287,405,583,626,717,282,30,0,1829,1829,88,173,197,184,243,286,284,256,113,5,0,1918,1918,82,150,127,103,162,297,342,461,169,25,0
전라남도 고흥군 대서면(4677041000),2772,2772,83,197,230,157,320,459,484,614,206,22,0,1346,1346,43,101,141,106,190,236,223,233,66,7,0,1426,1426,40,96,89,51,130,223,261,381,140,15,0
전라남도 고흥군 두원면(4677042000),3620,3620,127,197,237,220,334,519,739,873,331,43,0,1685,1685,69,99,128,151,199,259,333,350,94,3,0,1935,1935,58,98,109,69,135,260,406,523,237,40,0
전라남도 고흥군 영남면(4677044000),1604,1604,61,120,114,100,145,248,335,344,116,21,0,757,757,35,68,68,65,83,124,145,135,33,1,0,847,847,26,52,46,35,62,124,190,209,83,20,0
전라남도 고흥군 동일면(4677045000),1745,1745,47,140,153,116,213,308,320,327,105,13,3,860,860,24,79,82,78,121,176,155,109,34,2,0,885,885,23,61,71,38,92,132,165,218,71,11,3
전라남도 보성군 (4678000000),48280,48280,3297,4528,4530,4651,6039,7259,7261,7620,2712,350,33,23364,23364,1684,2397,2491,2575,3354,3723,3265,2929,862,78,6,24916,24916,1613,2131,2039,2076,2685,3536,3996,4691,1850,272,27
전라남도 보성군 보성읍(4678025000),10186,10186,979,1282,1067,1280,1500,1459,1156,1080,331,50,2,4941,4941,468,686,541,624,787,754,538,428,106,9,0,5245,5245,511,596,526,656,713,705,618,652,225,41,2
전라남도 보성군 벌교읍(4678025300),14745,14745,1027,1451,1494,1472,1828,2300,2233,2035,791,95,19,7204,7204,538,750,850,834,1017,1145,1007,795,239,25,4,7541,7541,489,701,644,638,811,1155,1226,1240,552,70,15
전라남도 보성군 노동면(4678031000),1259,1259,66,75,88,108,118,157,210,312,114,11,0,596,596,42,35,47,65,69,89,98,106,43,2,0,663,663,24,40,41,43,49,68,112,206,71,9,0
전라남도 보성군 미력면(4678032000),1688,1688,90,112,138,134,187,255,283,350,127,11,1,809,809,46,51,83,81,115,141,117,137,36,2,0,879,879,44,61,55,53,72,114,166,213,91,9,1
전라남도 보성군 겸백면(4678033000),1404,1404,72,82,110,104,150,179,237,346,111,13,0,673,673,42,45,58,58,91,93,115,134,36,1,0,731,731,30,37,52,46,59,86,122,212,75,12,0
전라남도 보성군 율어면(4678034000),1512,1512,107,82,119,128,160,201,247,338,109,21,0,717,717,56,45,61,81,95,106,104,124,39,6,0,795,795,51,37,58,47,65,95,143,214,70,15,0
전라남도 보성군 복내면(4678035000),2008,2008,96,149,155,159,223,295,310,449,158,14,0,978,978,56,78,87,90,134,168,135,173,53,4,0,1030,1030,40,71,68,69,89,127,175,276,105,10,0
전라남도 보성군 문덕면(4678036000),1048,1048,67,73,63,93,134,155,186,194,72,11,0,505,505,32,42,32,58,82,75,88,72,22,2,0,543,543,35,31,31,35,52,80,98,122,50,9,0
전라남도 보성군 조성면(4678037000),4571,4571,268,373,423,392,504,697,796,809,265,42,2,2172,2172,146,198,237,231,288,339,349,295,81,7,1,2399,2399,122,175,186,161,216,358,447,514,184,35,1
전라남도 보성군 득량면(4678038000),3410,3410,196,240,282,286,402,523,550,680,222,25,4,1632,1632,99,138,159,153,245,263,243,259,68,5,0,1778,1778,97,102,123,133,157,260,307,421,154,20,4
전라남도 보성군 득량면예당출장소(4678038500),1533,1533,89,175,160,141,187,263,238,205,67,6,2,730,730,42,96,88,87,82,137,105,75,16,1,1,803,803,47,79,72,54,105,126,133,130,51,5,1
전라남도 보성군 회천면(4678039000),3550,3550,192,328,310,270,465,581,590,551,221,39,3,1735,1735,91,169,172,156,251,313,266,227,81,9,0,1815,1815,101,159,138,114,214,268,324,324,140,30,3
전라남도 보성군 웅치면(4678040000),1366,1366,48,106,121,84,181,194,225,271,124,12,0,672,672,26,64,76,57,98,100,100,104,42,5,0,694,694,22,42,45,27,83,94,125,167,82,7,0
전라남도 화순군 (4679000000),69422,69422,6235,8891,6788,9303,11180,8971,7865,7443,2442,286,18,34358,34358,3244,4610,3571,4811,6315,4746,3481,2751,777,52,0,35064,35064,2991,4281,3217,4492,4865,4225,4384,4692,1665,234,18
전라남도 화순군 화순읍(4679025000),42271,42271,5083,6894,4383,6927,7519,4778,3298,2514,776,95,4,20911,20911,2653,3567,2215,3308,4029,2455,1476,947,250,11,0,21360,21360,2430,3327,2168,3619,3490,2323,1822,1567,526,84,4
전라남도 화순군 한천면(4679031000),1110,1110,52,81,79,116,131,156,223,196,69,7,0,545,545,28,52,43,72,90,71,97,77,11,4,0,565,565,24,29,36,44,41,85,126,119,58,3,0
전라남도 화순군 한천면영외출장소(4679031500),545,545,27,31,43,45,68,70,113,108,38,2,0,279,279,16,16,28,29,49,36,52,39,14,0,0,266,266,11,15,15,16,19,34,61,69,24,2,0
전라남도 화순군 춘양면(4679032000),2244,2244,91,151,165,191,296,311,360,474,181,24,0,1109,1109,53,69,103,127,193,179,169,169,44,3,0,1135,1135,38,82,62,64,103,132,191,305,137,21,0
전라남도 화순군 청풍면(4679033000),1290,1290,38,72,108,74,154,186,212,332,103,11,0,624,624,20,42,63,52,94,109,88,120,35,1,0,666,666,18,30,45,22,60,77,124,212,68,10,0
전라남도 화순군 이양면(4679034000),2233,2233,82,131,195,189,270,315,393,453,182,23,0,1072,1072,35,64,117,108,170,165,174,167,68,4,0,1161,1161,47,67,78,81,100,150,219,286,114,19,0
전라남도 화순군 능주면(4679035000),3581,3581,173,412,427,342,504,577,503,477,146,18,2,1781,1781,86,229,217,213,302,302,222,166,43,1,0,1800,1800,87,183,210,129,202,275,281,311,103,17,2
전라남도 화순군 도곡면(4679036000),3110,3110,157,235,308,301,420,548,455,499,164,21,2,1554,1554,87,122,172,195,244,296,221,163,49,5,0,1556,1556,70,113,136,106,176,252,234,336,115,16,2
전라남도 화순군 도암면(4679037000),1605,1605,64,92,106,113,201,251,314,355,96,13,0,824,824,34,54,61,75,142,133,137,147,36,5,0,781,781,30,38,45,38,59,118,177,208,60,8,0
전라남도 화순군 이서면(4679038000),1028,1028,39,65,86,76,124,164,193,204,63,10,4,516,516,18,38,46,55,79,90,85,75,26,4,0,512,512,21,27,40,21,45,74,108,129,37,6,4
전라남도 화순군 북면(4679039000),1924,1924,83,106,151,135,283,288,361,365,139,13,0,938,938,45,64,77,85,182,167,137,135,44,2,0,986,986,38,42,74,50,101,121,224,230,95,11,0
전라남도 화순군 동복면(4679040000),1979,1979,72,134,155,168,256,306,367,356,147,16,2,939,939,33,66,104,101,144,173,146,129,38,5,0,1040,1040,39,68,51,67,112,133,221,227,109,11,2
전라남도 화순군 남면(4679041000),2582,2582,96,178,209,230,328,416,484,466,162,11,2,1277,1277,57,87,125,139,191,223,220,167,65,3,0,1305,1305,39,91,84,91,137,193,264,299,97,8,2
전라남도 화순군 동면(4679042000),3920,3920,178,309,373,396,626,605,589,644,176,22,2,1989,1989,79,140,200,252,406,347,257,250,54,4,0,1931,1931,99,169,173,144,220,258,332,394,122,18,2
전라남도 장흥군 (4680000000),42155,42155,2720,4641,3945,3913,5698,6323,6019,6271,2347,262,16,20348,20348,1418,2401,2172,2144,3116,3187,2724,2422,707,56,1,21807,21807,1302,2240,1773,1769,2582,3136,3295,3849,1640,206,15
전라남도 장흥군 장흥읍(4680025000),15314,15314,1409,2211,1600,1848,2345,2188,1624,1460,561,60,8,7442,7442,724,1154,846,911,1219,1090,763,563,153,18,1,7872,7872,685,1057,754,937,1126,1098,861,897,408,42,7
전라남도 장흥군 관산읍(4680025300),6326,6326,335,620,644,462,818,972,1022,1020,397,35,1,3033,3033,193,310,341,264,443,494,445,407,130,6,0,3293,3293,142,310,303,198,375,478,577,613,267,29,1
전라남도 장흥군 대덕읍(4680025600),4185,4185,225,463,354,347,534,656,647,705,223,30,1,2031,2031,110,252,199,202,288,332,297,272,72,7,0,2154,2154,115,211,155,145,246,324,350,433,151,23,1
전라남도 장흥군 용산면(4680031000),2661,2661,124,177,237,201,292,419,458,540,198,15,0,1247,1247,69,92,135,128,160,212,199,202,48,2,0,1414,1414,55,85,102,73,132,207,259,338,150,13,0
전라남도 장흥군 안양면(4680032000),3299,3299,147,287,295,261,420,511,490,581,280,26,1,1582,1582,82,156,174,153,246,259,219,203,82,8,0,1717,1717,65,131,121,108,174,252,271,378,198,18,1
전라남도 장흥군 장동면(4680033000),1489,1489,70,111,114,116,169,229,227,335,105,12,1,728,728,37,42,69,73,105,118,114,129,37,4,0,761,761,33,69,45,43,64,111,113,206,68,8,1
전라남도 장흥군 장평면(4680034000),2559,2559,102,201,178,181,312,365,441,567,188,23,1,1222,1222,43,107,109,112,192,189,189,211,68,2,0,1337,1337,59,94,69,69,120,176,252,356,120,21,1
전라남도 장흥군 유치면(4680035000),1303,1303,59,93,92,117,201,234,205,197,91,14,0,658,658,30,54,54,69,125,124,92,76,33,1,0,645,645,29,39,38,48,76,110,113,121,58,13,0
전라남도 장흥군 부산면(4680036000),1652,1652,78,125,95,115,198,194,281,369,169,27,1,765,765,40,53,56,74,124,100,116,149,49,4,0,887,887,38,72,39,41,74,94,165,220,120,23,1
전라남도 장흥군 회진면(4680037000),3367,3367,171,353,336,265,409,555,624,497,135,20,2,1640,1640,90,181,189,158,214,269,290,210,35,4,0,1727,1727,81,172,147,107,195,286,334,287,100,16,2
전라남도 강진군 (4681000000),41493,41493,3282,4568,4166,4217,5264,6029,5769,5791,2142,247,18,19754,19754,1663,2424,2170,2189,2846,3005,2620,2184,613,39,1,21739,21739,1619,2144,1996,2028,2418,3024,3149,3607,1529,208,17
전라남도 강진군 강진읍(4681025000),15627,15627,1526,2424,1769,1933,2332,2151,1670,1259,496,60,7,7506,7506,777,1244,932,915,1180,1055,793,464,136,10,0,8121,8121,749,1180,837,1018,1152,1096,877,795,360,50,7
전라남도 강진군 군동면(4681031000),4548,4548,372,452,362,439,561,626,643,758,300,34,1,2146,2146,177,258,187,217,322,338,275,273,93,6,0,2402,2402,195,194,175,222,239,288,368,485,207,28,1
전라남도 강진군 칠량면(4681032000),2927,2927,178,241,267,256,339,443,459,547,179,16,2,1406,1406,80,135,142,159,193,241,197,205,53,1,0,1521,1521,98,106,125,97,146,202,262,342,126,15,2
전라남도 강진군 대구면(4681033000),1538,1538,101,110,157,148,154,248,269,248,95,8,0,716,716,59,64,78,77,92,109,126,93,18,0,0,822,822,42,46,79,71,62,139,143,155,77,8,0
전라남도 강진군 도암면(4681034000),3340,3340,219,296,311,266,357,497,544,617,197,34,2,1603,1603,112,170,163,153,206,257,241,248,48,5,0,1737,1737,107,126,148,113,151,240,303,369,149,29,2
전라남도 강진군 신전면(4681035000),2177,2177,141,130,188,177,232,363,386,417,127,15,1,1031,1031,66,73,98,104,131,177,187,161,33,1,0,1146,1146,75,57,90,73,101,186,199,256,94,14,1
전라남도 강진군 성전면(4681036000),3517,3517,282,274,364,339,368,541,554,578,195,21,1,1678,1678,141,149,192,181,207,258,255,227,62,5,1,1839,1839,141,125,172,158,161,283,299,351,133,16,0
전라남도 강진군 작천면(4681037000),2413,2413,126,177,227,166,274,348,388,473,205,26,3,1105,1105,62,93,118,91,157,170,165,182,59,8,0,1308,1308,64,84,109,75,117,178,223,291,146,18,3
전라남도 강진군 병영면(4681038000),2222,2222,122,178,218,193,246,310,345,419,173,17,1,1028,1028,70,91,116,117,127,146,138,163,58,2,0,1194,1194,52,87,102,76,119,164,207,256,115,15,1
전라남도 강진군 옴천면(4681039000),985,985,91,78,77,99,114,119,154,163,81,9,0,453,453,49,40,29,52,68,62,75,53,25,0,0,532,532,42,38,48,47,46,57,79,110,56,9,0
전라남도 강진군 마량면(4681040000),2199,2199,124,208,226,201,287,383,357,312,94,7,0,1082,1082,70,107,115,123,163,192,168,115,28,1,0,1117,1117,54,101,111,78,124,191,189,197,66,6,0
전라남도 해남군 (4682000000),78838,78838,5499,8647,7413,8070,11043,12375,11382,10338,3627,423,21,38665,38665,2807,4528,4032,4492,6165,6311,5340,3936,987,66,1,40173,40173,2692,4119,3381,3578,4878,6064,6042,6402,2640,357,20
전라남도 해남군 해남읍(4682025000),24927,24927,2745,3966,2629,3539,4100,3448,2276,1575,590,57,2,12244,12244,1406,2024,1381,1669,2151,1712,1128,613,149,11,0,12683,12683,1339,1942,1248,1870,1949,1736,1148,962,441,46,2
전라남도 해남군 삼산면(4682031000),3481,3481,181,298,334,313,460,562,584,507,212,29,1,1722,1722,93,157,189,204,263,293,264,195,61,3,0,1759,1759,88,141,145,109,197,269,320,312,151,26,1
전라남도 해남군 화산면(4682032000),3992,3992,182,321,383,310,516,682,750,630,197,21,0,2008,2008,95,170,218,201,310,349,364,241,56,4,0,1984,1984,87,151,165,109,206,333,386,389,141,17,0
전라남도 해남군 현산면(4682033000),3643,3643,181,308,324,286,460,599,621,633,210,20,1,1775,1775,89,186,185,172,255,309,277,249,49,4,0,1868,1868,92,122,139,114,205,290,344,384,161,16,1
전라남도 해남군 송지면(4682034000),7183,7183,370,751,678,562,1015,1212,1137,1100,308,48,2,3474,3474,186,403,373,318,562,595,550,400,77,10,0,3709,3709,184,348,305,244,453,617,587,700,231,38,2
전라남도 해남군 북평면(4682035000),3402,3402,182,310,243,276,428,521,641,572,210,19,0,1622,1622,91,159,127,155,247,260,299,213,68,3,0,1780,1780,91,151,116,121,181,261,342,359,142,16,0
전라남도 해남군 북일면(4682036000),2421,2421,116,199,174,178,284,376,444,482,151,15,2,1157,1157,55,105,97,110,167,200,185,198,37,2,1,1264,1264,61,94,77,68,117,176,259,284,114,13,1
전라남도 해남군 옥천면(4682037000),3618,3618,171,304,254,305,454,521,604,677,285,42,1,1722,1722,93,137,130,190,268,277,269,274,79,5,0,1896,1896,78,167,124,115,186,244,335,403,206,37,1
전라남도 해남군 계곡면(4682038000),2586,2586,99,125,193,205,240,413,456,626,200,28,1,1204,1204,53,72,95,133,145,205,207,226,64,4,0,1382,1382,46,53,98,72,95,208,249,400,136,24,1
전라남도 해남군 마산면(4682039000),2963,2963,152,213,227,268,358,447,545,520,207,23,3,1476,1476,77,125,135,179,232,219,254,192,61,2,0,1487,1487,75,88,92,89,126,228,291,328,146,21,3
전라남도 해남군 황산면(4682040000),6202,6202,324,566,571,470,826,1181,1004,955,274,28,3,3073,3073,172,313,311,292,471,607,472,350,80,5,0,3129,3129,152,253,260,178,355,574,532,605,194,23,3
전라남도 해남군 산이면(4682041000),5141,5141,295,452,540,496,698,864,819,705,235,35,2,2582,2582,141,235,289,311,409,473,372,279,65,8,0,2559,2559,154,217,251,185,289,391,447,426,170,27,2
전라남도 해남군 문내면(4682042000),4819,4819,265,437,429,399,651,811,831,690,274,32,0,2385,2385,138,246,246,237,363,413,401,261,76,4,0,2434,2434,127,191,183,162,288,398,430,429,198,28,0
전라남도 해남군 화원면(4682043000),4460,4460,236,397,434,463,553,738,670,666,274,26,3,2221,2221,118,196,256,321,322,399,298,245,65,1,0,2239,2239,118,201,178,142,231,339,372,421,209,25,3
전라남도 영암군 (4683000000),59993,59993,5725,6752,6388,8257,8788,8030,7028,6609,2128,266,22,30574,30574,2936,3551,3533,4775,5165,4186,3222,2525,628,48,5,29419,29419,2789,3201,2855,3482,3623,3844,3806,4084,1500,218,17
전라남도 영암군 영암읍(4683025000),9332,9332,826,1362,938,1151,1447,1290,1046,877,354,39,2,4528,4528,416,664,502,597,767,654,483,341,98,5,1,4804,4804,410,698,436,554,680,636,563,536,256,34,1
전라남도 영암군 삼호읍(4683025300),12388,12388,1763,1499,1499,2593,2048,1349,873,581,157,23,3,6769,6769,899,794,848,1536,1274,737,427,204,43,7,0,5619,5619,864,705,651,1057,774,612,446,377,114,16,3
전라남도 영암군 삼호읍서부출장소(4683025400),9357,9357,1638,1299,1362,2104,1580,740,344,213,72,5,0,5105,5105,848,683,746,1200,953,436,152,72,14,1,0,4252,4252,790,616,616,904,627,304,192,141,58,4,0
전라남도 영암군 덕진면(4683031000),2124,2124,120,149,166,177,264,308,349,427,134,25,5,1027,1027,60,76,88,114,171,151,154,168,38,6,1,1097,1097,60,73,78,63,93,157,195,259,96,19,4
전라남도 영암군 금정면(4683032000),2290,2290,110,154,149,200,301,345,404,465,148,13,1,1101,1101,64,83,81,117,175,183,181,165,48,4,0,1189,1189,46,71,68,83,126,162,223,300,100,9,1
전라남도 영암군 신북면(4683033000),4584,4584,253,431,452,410,600,796,738,659,214,26,5,2268,2268,122,248,234,232,327,405,354,269,71,4,2,2316,2316,131,183,218,178,273,391,384,390,143,22,3
전라남도 영암군 시종면(4683034000),4635,4635,205,379,410,385,590,822,769,786,260,27,2,2323,2323,114,216,240,240,364,416,362,285,84,1,1,2312,2312,91,163,170,145,226,406,407,501,176,26,1
전라남도 영암군 도포면(4683035000),2733,2733,148,227,223,219,361,463,458,488,126,18,2,1383,1383,87,134,126,136,219,244,210,185,38,4,0,1350,1350,61,93,97,83,142,219,248,303,88,14,2
전라남도 영암군 군서면(4683036000),3800,3800,190,361,322,295,494,589,653,653,204,38,1,1814,1814,95,194,188,173,283,302,261,245,62,11,0,1986,1986,95,167,134,122,211,287,392,408,142,27,1
전라남도 영암군 서호면(4683037000),2277,2277,93,170,201,162,259,344,406,454,168,19,1,1061,1061,51,80,108,92,152,171,178,183,43,3,0,1216,1216,42,90,93,70,107,173,228,271,125,16,1
전라남도 영암군 학산면(4683038000),3733,3733,229,503,375,312,494,540,543,537,180,20,0,1823,1823,112,256,203,172,283,265,253,219,59,1,0,1910,1910,117,247,172,140,211,275,290,318,121,19,0
전라남도 영암군 미암면(4683039000),2740,2740,150,218,291,249,350,444,445,469,111,13,0,1372,1372,68,123,169,166,197,222,207,189,30,1,0,1368,1368,82,95,122,83,153,222,238,280,81,12,0
전라남도 무안군 (4684000000),75140,75140,6946,9293,7638,10323,11508,10611,8783,7235,2469,317,17,37650,37650,3520,4822,4107,5589,6485,5504,4170,2710,676,66,1,37490,37490,3426,4471,3531,4734,5023,5107,4613,4525,1793,251,16
전라남도 무안군 무안읍(4684025000),11095,11095,1019,1609,1283,1428,1826,1628,1163,852,254,33,0,5498,5498,539,829,679,735,989,791,547,316,65,8,0,5597,5597,480,780,604,693,837,837,616,536,189,25,0
전라남도 무안군 일로읍(4684025300),7999,7999,434,870,796,794,1099,1267,1214,1100,384,41,0,4034,4034,228,462,466,492,639,644,578,415,102,8,0,3965,3965,206,408,330,302,460,623,636,685,282,33,0
