행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
전라남도 무안군 삼향읍(4684025600),6757,6757,340,722,678,659,1108,1205,969,747,278,48,3,3539,3539,173,392,376,380,662,674,511,278,85,7,1,3218,3218,167,330,302,279,446,531,458,469,193,41,2
전라남도 무안군 삼향읍남악출장소(4684025800),19107,19107,3605,3208,1903,4580,3259,1455,626,328,129,13,1,9422,9422,1819,1639,890,2220,1750,725,252,99,24,4,0,9685,9685,1786,1569,1013,2360,1509,730,374,229,105,9,1
전라남도 무안군 몽탄면(4684032000),3967,3967,156,357,346,336,536,566,659,703,273,34,1,1951,1951,79,182,203,215,327,295,311,255,74,10,0,2016,2016,77,175,143,121,209,271,348,448,199,24,1
전라남도 무안군 청계면(4684033000),7494,7494,473,728,803,852,1062,1248,1061,892,316,51,8,3765,3765,228,382,438,506,612,662,523,324,79,11,0,3729,3729,245,346,365,346,450,586,538,568,237,40,8
전라남도 무안군 현경면(4684034000),6003,6003,302,548,600,534,854,1013,987,839,295,31,0,2997,2997,142,281,335,345,497,530,457,318,85,7,0,3006,3006,160,267,265,189,357,483,530,521,210,24,0
전라남도 무안군 망운면(4684035000),2597,2597,126,218,284,254,357,494,425,297,127,15,0,1308,1308,52,113,161,162,195,257,202,124,40,2,0,1289,1289,74,105,123,92,162,237,223,173,87,13,0
전라남도 무안군 해제면(4684036000),6339,6339,303,631,554,557,829,1076,1083,999,275,31,1,3189,3189,168,340,317,337,481,558,496,409,79,4,0,3150,3150,135,291,237,220,348,518,587,590,196,27,1
전라남도 무안군 운남면(4684037000),3782,3782,188,402,391,329,578,659,596,478,138,20,3,1947,1947,92,202,242,197,333,368,293,172,43,5,0,1835,1835,96,200,149,132,245,291,303,306,95,15,3
전라남도 함평군 (4686000000),36463,36463,2216,3583,3274,3509,4791,5580,5594,5736,1937,221,22,18035,18035,1164,1921,1800,2082,2799,2934,2533,2168,589,44,1,18428,18428,1052,1662,1474,1427,1992,2646,3061,3568,1348,177,21
전라남도 함평군 함평읍(4686025000),9321,9321,736,1123,911,1051,1341,1350,1178,1157,401,67,6,4524,4524,394,580,482,559,734,697,531,432,101,14,0,4797,4797,342,543,429,492,607,653,647,725,300,53,6
전라남도 함평군 손불면(4686031000),4054,4054,202,355,326,326,529,614,745,714,212,30,1,1983,1983,100,176,180,206,308,325,326,298,57,7,0,2071,2071,102,179,146,120,221,289,419,416,155,23,1
전라남도 함평군 신광면(4686032000),2062,2062,91,174,179,184,238,330,360,368,122,14,2,1006,1006,39,96,98,118,138,165,177,137,35,3,0,1056,1056,52,78,81,66,100,165,183,231,87,11,2
전라남도 함평군 학교면(4686033000),4657,4657,250,520,412,409,597,719,693,768,266,21,2,2282,2282,137,286,220,234,338,383,312,283,83,6,0,2375,2375,113,234,192,175,259,336,381,485,183,15,2
전라남도 함평군 엄다면(4686034000),2339,2339,129,226,189,203,290,349,366,429,137,20,1,1138,1138,74,127,110,124,169,186,157,149,40,2,0,1201,1201,55,99,79,79,121,163,209,280,97,18,1
전라남도 함평군 대동면(4686035000),3152,3152,160,273,280,263,408,461,511,580,200,16,0,1573,1573,85,145,162,163,263,229,231,224,67,4,0,1579,1579,75,128,118,100,145,232,280,356,133,12,0
전라남도 함평군 나산면(4686036000),3246,3246,152,258,291,291,358,563,531,572,215,14,1,1608,1608,76,136,169,182,217,309,246,207,64,2,0,1638,1638,76,122,122,109,141,254,285,365,151,12,1
전라남도 함평군 해보면(4686037000),3221,3221,198,277,282,330,437,520,502,482,172,18,3,1649,1649,101,156,154,207,261,284,230,196,58,2,0,1572,1572,97,121,128,123,176,236,272,286,114,16,3
전라남도 함평군 월야면(4686038000),4411,4411,298,377,404,452,593,674,708,666,212,21,6,2272,2272,158,219,225,289,371,356,323,242,84,4,1,2139,2139,140,158,179,163,222,318,385,424,128,17,5
전라남도 영광군 (4687000000),57040,57040,4326,6480,5863,6491,8014,8509,8010,6808,2238,286,15,28336,28336,2199,3391,3265,3631,4416,4381,3689,2696,612,55,1,28704,28704,2127,3089,2598,2860,3598,4128,4321,4112,1626,231,14
전라남도 영광군 영광읍(4687025000),21593,21593,2235,3249,2358,3089,3404,2871,2156,1551,595,80,5,10646,10646,1128,1708,1276,1535,1748,1439,1036,614,148,14,0,10947,10947,1107,1541,1082,1554,1656,1432,1120,937,447,66,5
전라남도 영광군 백수읍(4687025300),5521,5521,228,506,539,415,652,856,983,1024,289,26,3,2694,2694,114,262,320,266,379,430,431,401,81,9,1,2827,2827,114,244,219,149,273,426,552,623,208,17,2
전라남도 영광군 홍농읍(4687025600),7497,7497,732,939,876,1031,1181,1098,830,613,176,20,1,3878,3878,371,488,497,568,665,614,377,245,51,2,0,3619,3619,361,451,379,463,516,484,453,368,125,18,1
전라남도 영광군 대마면(4687031000),1816,1816,87,149,157,137,198,281,333,312,144,16,2,900,900,53,87,87,88,109,150,155,114,53,4,0,916,916,34,62,70,49,89,131,178,198,91,12,2
전라남도 영광군 묘량면(4687032000),1988,1988,92,138,174,145,245,303,344,390,143,14,0,971,971,45,68,89,100,142,165,163,155,42,2,0,1017,1017,47,70,85,45,103,138,181,235,101,12,0
전라남도 영광군 불갑면(4687033000),1451,1451,64,96,140,110,181,252,257,243,93,15,0,708,708,31,55,75,57,109,128,121,97,31,4,0,743,743,33,41,65,53,72,124,136,146,62,11,0
전라남도 영광군 군서면(4687034000),2612,2612,148,249,188,218,324,387,476,462,132,27,1,1310,1310,80,133,122,140,207,187,209,190,37,5,0,1302,1302,68,116,66,78,117,200,267,272,95,22,1
전라남도 영광군 군남면(4687035000),2769,2769,94,140,220,178,292,380,601,651,183,29,1,1303,1303,52,59,115,120,188,184,259,272,50,4,0,1466,1466,42,81,105,58,104,196,342,379,133,25,1
전라남도 영광군 염산면(4687036000),4736,4736,190,355,457,383,553,877,967,709,221,24,0,2363,2363,96,195,262,271,304,433,464,272,62,4,0,2373,2373,94,160,195,112,249,444,503,437,159,20,0
전라남도 영광군 법성면(4687037000),6408,6408,432,613,719,692,878,1047,960,794,237,34,2,3187,3187,217,316,399,416,489,558,419,312,55,6,0,3221,3221,215,297,320,276,389,489,541,482,182,28,2
전라남도 영광군 낙월면(4687038000),437,437,14,33,18,65,76,110,68,38,15,0,0,254,254,8,16,10,50,53,65,37,15,0,0,0,183,183,6,17,8,15,23,45,31,23,15,0,0
전라남도 영광군 낙월면안마출장소(4687038500),212,212,10,13,17,28,30,47,35,21,10,1,0,122,122,4,4,13,20,23,28,18,9,2,1,0,90,90,6,9,4,8,7,19,17,12,8,0,0
전라남도 장성군 (4688000000),46009,46009,3410,4733,4679,5522,6555,6660,6332,5866,1953,278,21,23414,23414,1788,2536,2621,3190,3842,3527,2949,2289,616,53,3,22595,22595,1622,2197,2058,2332,2713,3133,3383,3577,1337,225,18
전라남도 장성군 장성읍(4688025000),13394,13394,1029,1588,1485,1709,1972,1996,1728,1362,459,59,7,6703,6703,545,822,802,943,1112,1003,825,500,140,10,1,6691,6691,484,766,683,766,860,993,903,862,319,49,6
전라남도 장성군 진원면(4688031000),3283,3283,230,312,332,316,470,494,484,456,159,28,2,1681,1681,125,173,184,185,292,245,236,177,58,6,0,1602,1602,105,139,148,131,178,249,248,279,101,22,2
전라남도 장성군 남면(4688032000),3755,3755,174,319,368,396,568,622,552,546,192,17,1,1936,1936,91,166,215,249,347,346,258,195,66,3,0,1819,1819,83,153,153,147,221,276,294,351,126,14,1
전라남도 장성군 동화면(4688033000),2087,2087,80,183,202,193,275,338,310,368,122,15,1,1076,1076,46,96,123,132,168,191,138,142,38,2,0,1011,1011,34,87,79,61,107,147,172,226,84,13,1
전라남도 장성군 삼서면(4688034000),3027,3027,124,194,262,309,404,458,507,567,173,28,1,1568,1568,66,105,151,209,252,253,234,224,69,5,0,1459,1459,58,89,111,100,152,205,273,343,104,23,1
전라남도 장성군 삼계면(4688035000),6967,6967,1047,916,776,1323,1003,645,575,492,167,23,0,3610,3610,543,509,449,685,582,354,240,195,47,6,0,3357,3357,504,407,327,638,421,291,335,297,120,17,0
전라남도 장성군 황룡면(4688036000),4513,4513,269,516,441,527,671,697,609,540,212,28,3,2279,2279,125,284,237,322,378,383,288,197,57,7,1,2234,2234,144,232,204,205,293,314,321,343,155,21,2
전라남도 장성군 서삼면(4688037000),1713,1713,108,185,153,174,246,263,253,243,75,11,2,883,883,65,90,87,112,147,141,113,101,24,2,1,830,830,43,95,66,62,99,122,140,142,51,9,1
전라남도 장성군 북일면(4688038000),1613,1613,95,122,150,121,206,238,280,284,96,21,0,802,802,49,75,81,72,126,121,120,129,26,3,0,811,811,46,47,69,49,80,117,160,155,70,18,0
전라남도 장성군 북이면(4688039000),3217,3217,165,241,308,275,393,465,582,625,139,23,1,1637,1637,88,137,174,170,232,247,274,268,41,6,0,1580,1580,77,104,134,105,161,218,308,357,98,17,1
전라남도 장성군 북하면(4688040000),2440,2440,89,157,202,179,347,444,452,383,159,25,3,1239,1239,45,79,118,111,206,243,223,161,50,3,0,1201,1201,44,78,84,68,141,201,229,222,109,22,3
전라남도 완도군 (4689000000),54044,54044,3807,5420,5074,5655,7221,8441,8258,7489,2361,302,16,26781,26781,1943,2856,2801,3216,4009,4302,3947,3012,650,44,1,27263,27263,1864,2564,2273,2439,3212,4139,4311,4477,1711,258,15
전라남도 완도군 완도읍(4689025000),19395,19395,1786,2708,2066,2565,3096,3012,2108,1487,493,70,4,9732,9732,919,1422,1095,1332,1663,1521,1033,619,118,10,0,9663,9663,867,1286,971,1233,1433,1491,1075,868,375,60,4
전라남도 완도군 금일읍(4689025300),3953,3953,198,302,336,318,464,757,703,645,206,23,1,1956,1956,96,150,194,205,270,395,339,251,53,3,0,1997,1997,102,152,142,113,194,362,364,394,153,20,1
전라남도 완도군 노화읍(4689025600),4890,4890,438,444,499,535,603,690,736,720,203,21,1,2439,2439,230,233,292,302,326,369,338,289,56,3,1,2451,2451,208,211,207,233,277,321,398,431,147,18,0
전라남도 완도군 노화읍넙도출장소(4689029000),904,904,67,70,97,119,122,169,165,81,9,5,0,509,509,43,37,64,81,70,87,93,33,1,0,0,395,395,24,33,33,38,52,82,72,48,8,5,0
전라남도 완도군 군외면(4689031000),3656,3656,149,236,287,331,432,623,680,649,243,25,1,1806,1806,82,119,173,211,258,310,331,260,57,5,0,1850,1850,67,117,114,120,174,313,349,389,186,20,1
전라남도 완도군 신지면(4689032000),3749,3749,226,322,304,337,489,558,655,665,165,28,0,1875,1875,104,190,161,210,278,280,311,288,51,2,0,1874,1874,122,132,143,127,211,278,344,377,114,26,0
전라남도 완도군 고금면(4689033000),4588,4588,272,366,318,386,495,594,920,904,288,43,2,2188,2188,131,184,168,225,295,303,418,373,85,6,0,2400,2400,141,182,150,161,200,291,502,531,203,37,2
전라남도 완도군 약산면(4689034000),2505,2505,96,175,181,162,305,424,521,475,145,18,3,1220,1220,40,98,100,103,172,211,251,190,53,2,0,1285,1285,56,77,81,59,133,213,270,285,92,16,3
전라남도 완도군 청산면(4689035000),2358,2358,100,168,197,165,238,370,410,509,182,19,0,1116,1116,47,95,119,91,139,191,184,191,54,5,0,1242,1242,53,73,78,74,99,179,226,318,128,14,0
전라남도 완도군 청산면모도출장소(4689035500),224,224,4,7,10,13,15,28,50,69,24,4,0,107,107,3,5,4,10,11,17,26,24,6,1,0,117,117,1,2,6,3,4,11,24,45,18,3,0
전라남도 완도군 소안면(4689036000),2885,2885,148,221,261,231,311,445,537,518,191,21,1,1379,1379,74,116,141,140,171,220,244,213,56,4,0,1506,1506,74,105,120,91,140,225,293,305,135,17,1
전라남도 완도군 금당면(4689037000),1128,1128,52,85,101,90,146,158,194,222,70,10,0,553,553,30,46,52,54,84,82,95,88,21,1,0,575,575,22,39,49,36,62,76,99,134,49,9,0
전라남도 완도군 보길면(4689038000),2910,2910,249,244,341,329,378,470,400,390,95,12,2,1460,1460,130,131,189,198,199,248,197,139,27,2,0,1450,1450,119,113,152,131,179,222,203,251,68,10,2
전라남도 완도군 생일면(4689039000),899,899,22,72,76,74,127,143,179,155,47,3,1,441,441,14,30,49,54,73,68,87,54,12,0,0,458,458,8,42,27,20,54,75,92,101,35,3,1
전라남도 진도군 (4690000000),33596,33596,2387,3374,3007,3279,4414,5021,5215,5079,1617,192,11,16273,16273,1203,1801,1649,1884,2467,2527,2407,1884,422,28,1,17323,17323,1184,1573,1358,1395,1947,2494,2808,3195,1195,164,10
전라남도 진도군 진도읍(4690025000),10716,10716,1090,1492,1105,1380,1633,1566,1160,932,318,37,3,5245,5245,555,802,591,716,812,784,546,344,89,6,0,5471,5471,535,690,514,664,821,782,614,588,229,31,3
전라남도 진도군 군내면(4690031000),3483,3483,207,288,298,297,451,517,599,595,206,24,1,1719,1719,96,161,171,183,261,269,276,237,60,5,0,1764,1764,111,127,127,114,190,248,323,358,146,19,1
전라남도 진도군 고군면(4690032000),4176,4176,307,395,425,392,506,678,622,619,194,33,5,1997,1997,155,191,237,224,277,340,279,232,57,4,1,2179,2179,152,204,188,168,229,338,343,387,137,29,4
전라남도 진도군 의신면(4690033000),4158,4158,237,344,345,373,508,651,731,716,228,25,0,2025,2025,121,179,194,232,304,318,342,278,57,0,0,2133,2133,116,165,151,141,204,333,389,438,171,25,0
전라남도 진도군 임회면(4690034000),3961,3961,209,342,305,299,495,594,708,727,263,18,1,1863,1863,97,172,163,183,298,298,321,268,58,5,0,2098,2098,112,170,142,116,197,296,387,459,205,13,1
전라남도 진도군 지산면(4690035000),3821,3821,158,297,304,251,422,570,765,800,224,29,1,1811,1811,78,170,167,161,256,264,358,288,63,6,0,2010,2010,80,127,137,90,166,306,407,512,161,23,1
전라남도 진도군 조도면(4690036000),2568,2568,121,159,174,216,301,366,507,563,140,21,0,1249,1249,60,89,102,136,192,211,231,199,28,1,0,1319,1319,61,70,72,80,109,155,276,364,112,20,0
전라남도 진도군 조도면가사출장소(4690036500),304,304,18,25,18,28,37,39,52,66,20,1,0,157,157,14,14,10,18,26,25,26,17,7,0,0,147,147,4,11,8,10,11,14,26,49,13,1,0
전라남도 진도군 조도면거차출장소(4690036600),409,409,40,32,33,43,61,40,71,61,24,4,0,207,207,27,23,14,31,41,18,28,21,3,1,0,202,202,13,9,19,12,20,22,43,40,21,3,0
전라남도 신안군 (4691000000),45011,45011,2212,3754,4488,4318,6127,7630,7333,6854,2030,257,8,23367,23367,1141,1984,2619,2788,3823,4264,3607,2553,547,41,0,21644,21644,1071,1770,1869,1530,2304,3366,3726,4301,1483,216,8
전라남도 신안군 지도읍(4691025000),4818,4818,224,382,449,459,649,819,841,765,208,22,0,2516,2516,121,204,274,302,404,458,415,287,47,4,0,2302,2302,103,178,175,157,245,361,426,478,161,18,0
전라남도 신안군 지도읍선도출장소(4691025100),282,282,6,14,29,21,39,43,49,69,11,1,0,152,152,2,9,15,17,29,29,22,26,3,0,0,130,130,4,5,14,4,10,14,27,43,8,1,0
전라남도 신안군 증도면(4691031000),1731,1731,58,137,154,173,258,261,328,282,68,12,0,931,931,29,71,96,120,182,144,153,114,21,1,0,800,800,29,66,58,53,76,117,175,168,47,11,0
전라남도 신안군 증도면병풍출장소(4691031500),376,376,13,26,36,34,56,68,66,61,15,1,0,213,213,11,12,22,25,38,34,36,30,5,0,0,163,163,2,14,14,9,18,34,30,31,10,1,0
전라남도 신안군 임자면(4691032000),3691,3691,262,353,315,402,562,610,609,451,116,11,0,1951,1951,146,181,182,259,370,339,299,145,30,0,0,1740,1740,116,172,133,143,192,271,310,306,86,11,0
전라남도 신안군 자은면(4691033000),2431,2431,108,169,197,198,310,392,469,470,102,15,1,1242,1242,61,91,128,120,186,213,227,185,29,2,0,1189,1189,47,78,69,78,124,179,242,285,73,13,1
전라남도 신안군 비금면(4691034000),3951,3951,208,306,368,376,515,693,682,597,186,19,1,1974,1974,98,148,207,224,314,372,347,216,47,1,0,1977,1977,110,158,161,152,201,321,335,381,139,18,1
전라남도 신안군 도초면(4691035000),2920,2920,143,275,282,259,364,468,456,530,127,16,0,1478,1478,68,163,168,157,217,265,229,179,28,4,0,1442,1442,75,112,114,102,147,203,227,351,99,12,0
전라남도 신안군 도초면우이도출장소(4691035500),250,250,8,9,25,30,40,49,45,28,12,4,0,134,134,5,4,11,22,28,24,24,12,3,1,0,116,116,3,5,14,8,12,25,21,16,9,3,0
전라남도 신안군 흑산면(4691036000),2934,2934,168,239,319,387,457,462,401,359,126,15,1,1565,1565,88,121,183,248,303,269,189,135,26,3,0,1369,1369,80,118,136,139,154,193,212,224,100,12,1
전라남도 신안군 흑산면가거도출장소(4691036500),536,536,31,47,95,72,104,76,59,43,9,0,0,319,319,16,23,72,53,69,48,26,10,2,0,0,217,217,15,24,23,19,35,28,33,33,7,0,0
전라남도 신안군 흑산면태도출장소(4691036600),283,283,26,28,33,31,34,52,36,34,9,0,0,154,154,18,16,16,15,26,35,17,9,2,0,0,129,129,8,12,17,16,8,17,19,25,7,0,0
전라남도 신안군 흑산면홍도출장소(4691036700),571,571,47,73,71,87,120,74,49,44,5,1,0,310,310,27,31,47,59,68,37,27,12,2,0,0,261,261,20,42,24,28,52,37,22,32,3,1,0
전라남도 신안군 흑산면대둔도출장소(4691036800),481,481,36,52,52,56,80,84,57,40,20,4,0,261,261,17,28,29,37,54,45,30,15,6,0,0,220,220,19,24,23,19,26,39,27,25,14,4,0
전라남도 신안군 하의면(4691037000),2065,2065,109,146,194,198,277,336,358,327,104,16,0,1080,1080,56,86,107,130,183,184,194,111,26,3,0,985,985,53,60,87,68,94,152,164,216,78,13,0
전라남도 신안군 신의면(4691038000),1869,1869,110,174,189,236,278,312,250,246,62,11,1,1014,1014,55,92,111,159,175,191,130,84,14,3,0,855,855,55,82,78,77,103,121,120,162,48,8,1
전라남도 신안군 장산면(4691039000),1776,1776,82,109,167,155,193,300,329,321,106,14,0,920,920,36,59,99,111,133,161,162,123,34,2,0,856,856,46,50,68,44,60,139,167,198,72,12,0
전라남도 신안군 안좌면(4691040000),3257,3257,128,233,333,241,388,560,553,594,199,26,2,1639,1639,67,131,178,148,236,323,263,234,54,5,0,1618,1618,61,102,155,93,152,237,290,360,145,21,2
전라남도 신안군 안좌면자라출장소(4691040500),339,339,8,25,48,32,43,63,59,44,16,1,0,179,179,4,14,28,20,24,38,32,13,6,0,0,160,160,4,11,20,12,19,25,27,31,10,1,0
전라남도 신안군 팔금면(4691041000),1237,1237,36,80,133,90,134,209,255,214,77,9,0,612,612,20,52,77,57,71,121,117,72,22,3,0,625,625,16,28,56,33,63,88,138,142,55,6,0
전라남도 신안군 암태면(4691042000),2231,2231,73,166,201,152,284,426,369,412,131,17,0,1106,1106,41,90,107,98,166,233,176,150,40,5,0,1125,1125,32,76,94,54,118,193,193,262,91,12,0
전라남도 신안군 압해면(4691043000),6413,6413,309,676,751,579,877,1172,899,822,288,38,2,3310,3310,144,342,432,368,505,641,440,347,87,4,0,3103,3103,165,334,319,211,372,531,459,475,201,34,2
전라남도 신안군 압해면매화출장소(4691043500),300,300,5,21,24,27,38,56,61,52,15,1,0,162,162,4,9,15,23,24,31,29,22,5,0,0,138,138,1,12,9,4,14,25,32,30,10,1,0
전라남도 신안군 압해면고이도출장소(4691043600),269,269,14,14,23,23,27,45,53,49,18,3,0,145,145,7,7,15,16,18,29,23,22,8,0,0,124,124,7,7,8,7,9,16,30,27,10,3,0
경상북도  (4700000000),2691181,2691181,229246,331879,329725,384422,436940,415361,266929,214830,72241,9109,499,1352038,1352038,119817,178035,180432,200974,228282,208998,126148,85515,21689,2038,110,1339143,1339143,109429,153844,149293,183448,208658,206363,140781,129315,50552,7071,389
경상북도 포항시 (4711000000),515859,515859,45721,71139,66412,76585,91437,87593,43111,24575,8232,1003,51,262066,262066,23928,38619,36842,39093,45997,44026,21530,9741,2083,196,11,253793,253793,21793,32520,29570,37492,45440,43567,21581,14834,6149,807,40
경상북도 포항시 남구 (4711100000),253278,253278,22646,33978,33496,38637,44826,43333,21048,11122,3686,480,26,130576,130576,11864,18393,18787,20174,23169,22020,10771,4418,887,89,4,122702,122702,10782,15585,14709,18463,21657,21313,10277,6704,2799,391,22
경상북도 포항시 남구 구룡포읍(4711125000),10300,10300,370,783,1048,1042,1435,2183,1683,1294,411,48,3,5238,5238,202,417,593,662,841,1123,782,507,98,12,1,5062,5062,168,366,455,380,594,1060,901,787,313,36,2
경상북도 포항시 남구 연일읍(4711125300),35067,35067,3843,5835,4199,5538,6979,5161,2064,1042,363,40,3,17985,17985,1998,3115,2268,2728,3544,2728,1121,394,81,8,0,17082,17082,1845,2720,1931,2810,3435,2433,943,648,282,32,3
경상북도 포항시 남구 오천읍(4711125600),48909,48909,6755,5919,6719,10173,7919,6482,2768,1618,483,72,1,25649,25649,3550,3166,3685,5430,4265,3405,1370,630,138,10,0,23260,23260,3205,2753,3034,4743,3654,3077,1398,988,345,62,1
경상북도 포항시 남구 대송면(4711131000),5378,5378,222,540,746,561,869,1156,692,429,147,16,0,2828,2828,115,296,420,338,474,632,355,163,29,6,0,2550,2550,107,244,326,223,395,524,337,266,118,10,0
경상북도 포항시 남구 동해면(4711132000),12017,12017,924,1534,1436,1543,2086,2032,1278,855,293,34,2,6156,6156,484,830,798,836,1099,1086,593,348,75,7,0,5861,5861,440,704,638,707,987,946,685,507,218,27,2
경상북도 포항시 남구 장기면(4711133000),5338,5338,148,327,487,402,622,990,891,1041,372,58,0,2598,2598,69,179,282,270,365,498,423,400,97,15,0,2740,2740,79,148,205,132,257,492,468,641,275,43,0
경상북도 포항시 남구 호미곶면(4711135000),2513,2513,98,154,240,223,311,481,470,374,142,20,0,1225,1225,51,72,145,146,177,239,215,141,38,1,0,1288,1288,47,82,95,77,134,242,255,233,104,19,0
경상북도 포항시 남구 상대동(4711152500),29152,29152,1657,3430,4649,4201,4844,6064,2996,953,311,44,3,15052,15052,882,1882,2591,2285,2385,2847,1642,441,91,6,0,14100,14100,775,1548,2058,1916,2459,3217,1354,512,220,38,3
경상북도 포항시 남구 해도동(4711154500),23267,23267,1135,2317,3506,3307,3796,5082,2770,1007,295,47,5,11964,11964,591,1284,1991,1866,1906,2346,1466,441,64,9,0,11303,11303,544,1033,1515,1441,1890,2736,1304,566,231,38,5
경상북도 포항시 남구 송도동(4711155000),18340,18340,1002,1930,2651,2386,2900,4013,2155,979,286,33,5,9466,9466,536,1045,1515,1364,1520,1930,1080,407,62,6,1,8874,8874,466,885,1136,1022,1380,2083,1075,572,224,27,4
경상북도 포항시 남구 청림동(4711156000),7106,7106,589,761,1081,1135,1105,1207,752,351,116,7,2,3779,3779,307,406,659,644,594,624,361,160,22,1,1,3327,3327,282,355,422,491,511,583,391,191,94,6,1
경상북도 포항시 남구 제철동(4711157000),3434,3434,357,386,662,613,509,502,250,124,28,3,0,1881,1881,180,204,418,346,294,251,130,51,7,0,0,1553,1553,177,182,244,267,215,251,120,73,21,3,0
경상북도 포항시 남구 효곡동(4711158000),30566,30566,3057,6001,3767,3975,6657,5153,1198,490,237,30,1,15785,15785,1587,3271,2181,1709,3312,2812,699,163,46,5,0,14781,14781,1470,2730,1586,2266,3345,2341,499,327,191,25,1
경상북도 포항시 남구 대이동(4711159000),21891,21891,2489,4061,2305,3538,4794,2827,1081,565,202,28,1,10970,10970,1312,2226,1241,1550,2393,1499,534,172,39,3,1,10921,10921,1177,1835,1064,1988,2401,1328,547,393,163,25,0
경상북도 포항시 북구 (4711300000),262581,262581,23075,37161,32916,37948,46611,44260,22063,13453,4546,523,25,131490,131490,12064,20226,18055,18919,22828,22006,10759,5323,1196,107,7,131091,131091,11011,16935,14861,19029,23783,22254,11304,8130,3350,416,18
경상북도 포항시 북구 흥해읍(4711325000),36454,36454,3700,4595,4150,5690,6299,5617,3166,2350,786,97,4,18398,18398,1922,2532,2246,2940,3255,2862,1518,891,213,19,0,18056,18056,1778,2063,1904,2750,3044,2755,1648,1459,573,78,4
경상북도 포항시 북구 신광면(4711331000),3270,3270,93,220,291,255,395,597,530,634,227,28,0,1641,1641,54,129,181,162,236,320,241,251,62,5,0,1629,1629,39,91,110,93,159,277,289,383,165,23,0
경상북도 포항시 북구 청하면(4711332000),5763,5763,225,479,540,527,743,1060,964,841,344,39,1,2815,2815,110,267,314,329,429,510,443,327,83,3,0,2948,2948,115,212,226,198,314,550,521,514,261,36,1
경상북도 포항시 북구 송라면(4711333000),3016,3016,112,223,271,262,387,571,494,481,190,24,1,1453,1453,57,107,165,158,226,280,223,191,40,5,1,1563,1563,55,116,106,104,161,291,271,290,150,19,0
경상북도 포항시 북구 기계면(4711334000),5576,5576,214,444,493,469,711,923,978,963,339,41,1,2690,2690,98,249,291,284,402,435,440,374,103,14,0,2886,2886,116,195,202,185,309,488,538,589,236,27,1
경상북도 포항시 북구 죽장면(4711335000),2258,2258,59,105,178,165,211,429,458,490,144,19,0,1108,1108,32,68,100,113,122,200,221,198,50,4,0,1150,1150,27,37,78,52,89,229,237,292,94,15,0
경상북도 포항시 북구 죽장면상옥출장소(4711335500),626,626,14,42,48,43,85,141,120,92,38,3,0,307,307,8,23,30,24,47,61,63,40,11,0,0,319,319,6,19,18,19,38,80,57,52,27,3,0
경상북도 포항시 북구 기북면(4711336000),1356,1356,45,55,115,107,135,253,240,302,94,10,0,674,674,31,22,69,70,88,129,106,122,35,2,0,682,682,14,33,46,37,47,124,134,180,59,8,0
경상북도 포항시 북구 중앙동(4711352000),19348,19348,952,2050,2505,2552,2880,3992,2573,1367,422,49,6,9527,9527,505,1109,1358,1396,1451,1859,1154,580,97,15,3,9821,9821,447,941,1147,1156,1429,2133,1419,787,325,34,3
경상북도 포항시 북구 양학동(4711363000),20616,20616,2029,3573,2575,3126,4136,3218,1206,541,192,18,2,10456,10456,1092,1960,1418,1479,1988,1645,629,189,53,3,0,10160,10160,937,1613,1157,1647,2148,1573,577,352,139,15,2
경상북도 포항시 북구 죽도동(4711365500),22875,22875,1182,2363,3393,3276,3474,4789,2886,1136,332,42,2,11439,11439,611,1271,1871,1731,1694,2179,1472,507,92,10,1,11436,11436,571,1092,1522,1545,1780,2610,1414,629,240,32,1
경상북도 포항시 북구 용흥동(4711366500),26605,26605,2125,3851,3489,3602,4586,5083,2307,1143,378,38,3,13437,13437,1127,2135,1932,1785,2214,2453,1170,508,107,5,1,13168,13168,998,1716,1557,1817,2372,2630,1137,635,271,33,2
경상북도 포항시 북구 우창동(4711368000),28617,28617,2478,4904,3884,4004,5739,4688,1675,902,311,31,1,14196,14196,1300,2699,2060,1912,2600,2424,811,307,79,4,0,14421,14421,1178,2205,1824,2092,3139,2264,864,595,232,27,1
